,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
14,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,423535,BAKERSFIELD MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,MISHAWAKA,PA,42412,MI - Marquette,31,46286.24,6247.55,5353.56
15,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,288435,ST JOSEPH MERCY HOSPITAL,4802 TENTH AVENUE,TERRE HAUTE,AL,82364,IL - Rockford,48,53501.02,6697.93,5911.63
16,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,234012,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,7950 W JEFFERSON BLVD,ORANGE,CA,99508,KS - Wichita,100,5981.05,5669.44,4415.15
17,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,138876,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,701 WEST NORTH AVE,CANTON,TX,94125,KS - Topeka,20,5981.05,5414.35,5329.77
18,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,408949,SANFORD USD MEDICAL CENTER,701 GROVE RD,OLYMPIA FIELDS,NJ,57783,MO - Kansas City,19,10044.33,5438.27,5082.86
19,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,363604,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,800 N FANT ST,CANTON,LA,90291,NY - Syracuse,20,5981.05,4968.0,3695.23
20,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,307784,CITIZENS MEDICAL CENTER,1923 SOUTH UTICA AVENUE,LUFKIN,ND,84529,MN - St. Cloud,74,31355.53,5852.6,4192.84
21,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,472592,VHS HARLINGEN HOSPITAL COMPANY LLC,555 E CHEVES ST BOX 8700,WHEELING,MD,10660,CT - Bridgeport,74,24413.5,9280.5,5066.11
22,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,281147,ST VINCENT HOSPITAL & HEALTH SERVICES,20375 W 151ST ST #303,SALINA,AL,57836,CA - San Luis Obispo,38,18765.92,6112.22,5334.39
23,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,324293,HILLCREST HOSPITAL,4370 WEST MAIN STREET,AIKEN,CO,70417,OH - Cleveland,47,7804.7,5386.33,5171.7
24,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,13831,SAINT JOSEPH MEDICAL CENTER,630 EAST RIVER STREET,WASHINGTON,TX,58197,SC - Charleston,30,6206.19,5423.78,4640.43
25,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,236566,SOUTH SHORE HOSPITAL,800 N JUSTICE ST,MINNEAPOLIS,GA,10556,VA - Arlington,129,41218.54,7158.77,6125.26
26,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,370164,ST MARYS HOSPITAL AND MEDICAL CENTER,504 MEDICAL CENTER BLVD,GREENWOOD,AL,40242,PA - Pittsburgh,68,13346.69,5590.25,6681.54
27,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,339108,SOUTHEAST ALABAMA MEDICAL CENTER,80 HIGHLAND ST,PROVO,NC,99508,NJ - Camden,22,6809.65,6195.27,5712.73
28,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,338189,HERITAGE MEDICAL CENTER,602 N ACADIA ROAD,ODESSA,MA,99500,AL - Dothan,21,9779.4,5782.36,5288.68
29,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,346837,LONG ISLAND JEWISH MEDICAL CENTER,2333 BIDDLE AVE,FARGO,AL,94311,PA - Pittsburgh,62,8672.75,5433.81,5264.98
30,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,45956,NEBRASKA HEART HOSPITAL,100 GRAND STREET,BUTLER,MN,47356,AL - Birmingham,79,6388.04,5391.47,5197.85
31,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,80340,CHRISTIAN HOSPITAL NORTHEAST,793 WEST STATE STREET,SEBASTIAN,KS,61050,CA - San Diego,18,31460.02,6965.52,5426.89
32,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,460913,INTERMOUNTAIN MEDICAL CENTER,201 STATE STREET,LANSING,FL,58482,TX - Amarillo,19,11725.5,5357.13,5171.41
33,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,428582,SOUTHEAST ALABAMA MEDICAL CENTER,24 HOSPITAL AVE,JACKSONVILLE,NJ,99508,MS - Hattiesburg,95,5981.05,5415.09,4580.1
34,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,397583,SPALDING REGIONAL MEDICAL CENTER,2500 HARBOR BLVD,GRAPEVINE,LA,17250,TX - Amarillo,24,5981.05,5422.09,3968.13
35,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,331272,SAINT JOSEPH HOSPITAL,777 HOSPITAL WAY,CARSON CITY,AL,70744,IN - Indianapolis,26,11668.47,6627.63,6433.24
36,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,452504,UPPER CHESAPEAKE MEDICAL CENTER,330 BROOKLINE AVENUE,LIMA,VA,86911,WV - Huntington,29,62447.18,5894.82,4755.36
37,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,199346,MAYO CLINIC,420 N CENTER ST,COOS BAY,MO,37673,GA - Augusta,45,29779.4,6976.19,6205.48
38,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,346486,CATHOLIC MEDICAL CENTER,413 LILLY ROAD NE,SUGAR LAND,OR,99508,CA - Contra Costa County,69,9874.9,5360.17,4289.66
39,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,182597,SKYLINE MEDICAL CENTER,55 FOGG ROAD,RALEIGH,AR,58142,TX - Abilene,65,78140.55,6274.69,6993.2
40,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,142079,BAYLOR MEDICAL CENTER AT GARLAND,5325 FARAON STREET,EDINA,GA,84598,CA - Los Angeles,44,9887.06,5701.91,5056.93
41,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,251077,TACOMA GENERAL ALLENMORE HOSPITAL,100 WOODS RD,SANTA BARBARA,VA,41927,AR - Texarkana,121,44801.47,7306.51,4611.81
42,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,329839,GEISINGER MEDICAL CENTER,200 HAWKINS DRIVE,ALBANY,AR,99508,AZ - Phoenix,23,5981.05,5702.28,4582.0
43,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,240960,NORTHERN MICHIGAN REGIONAL HOSPITAL,3601 NORTH WEBB ROAD,KALISPELL,ND,61208,MA - Worcester,36,28466.14,6668.12,4585.68
44,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,458364,CHRISTUS SCHUMPERT HEALTH SYSTEM,333 BORTHWICK AVE,SPRINGFIELD,SC,94452,FL - Orlando,88,5981.05,5707.66,4663.79
45,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,381072,MIRIAM HOSPITAL,5215 HOLY CROSS PKWY,DETROIT,AL,80363,TX - Austin,41,14588.39,5653.07,5943.98
46,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10001,BETH ISRAEL DEACONESS MEDICAL CENTER,1924 ALCOA HIGHWAY,SARASOTA,NJ,55288,NY - East Long Island,92,5981.05,5802.99,4685.23
47,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,102017,WINTHROP-UNIVERSITY HOSPITAL,5 ALUMNI DRIVE,DOTHAN,CA,99508,PA - Pittsburgh,23,5981.05,5599.34,4654.62
48,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,61197,PROVENA ST JOSEPH MEDICAL CENTER,630 EAST RIVER STREET,DOTHAN,IL,96410,FL - Fort Myers,22,5981.05,5038.77,5374.63
49,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,195932,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,1111 HAYES AVENUE,MELBOURNE,TN,36768,IL - Springfield,18,21749.18,6862.8,6245.06
50,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,391655,INOVA FAIR OAKS HOSPITAL,1401 JOHNSTON WILLIS DRIVE,ALBUQUERQUE,OR,33505,MO - St. Louis,18,19202.87,5987.28,5240.64
51,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,493920,WAUKESHA MEMORIAL HOSPITAL,2301 SOUTH LAMAR,ODESSA,TX,99508,TN - Nashville,32,5981.05,4968.0,3836.52
52,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,43552,CONEMAUGH VALLEY MEMORIAL HOSPITAL,407 3RD ST SE,PALM BEACH GARD,MI,56405,LA - Lake Charles,23,10801.13,5034.99,5191.66
53,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,98051,KALISPELL REGIONAL MEDICAL CENTER,620 SHADOW LANE,SUFFOLK,CA,86284,MT - Missoula,45,6263.89,5962.9,4221.73
54,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,460726,METRO HEALTH MEDICAL CENTER,1060 FIRST COLONIAL ROAD,WEST ISLIP,GA,78063,UT - Provo,73,23908.3,13421.55,6759.17
55,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,256427,MAYO CLINIC HEALTH SYSTEM - MANKATO,1 MEDICAL CENTER BOULEVARD,COUNCIL BLUFFS,MA,99508,MN - Minneapolis,22,5981.05,5113.17,5480.82
56,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,45847,PARKRIDGE MEDICAL CENTER,10010 KENNERLY ROAD,DOTHAN,TX,92586,AZ - Phoenix,18,5981.05,5604.83,4125.03
57,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,140660,EPHRATA COMMUNITY HOSPITAL,1199 PRINCE AVENUE,DOWNERS GROVE,IA,33880,TX - Victoria,75,25956.45,6528.08,6317.54
58,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,30207,EDWARD W SPARROW HOSPITAL,252 MCHENRY ST,WOODBURY,MN,94012,AL - Dothan,32,11728.73,7241.46,5367.47
59,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,104706,PARKWEST MEDICAL CENTER,2122 MANCHESTER EXPRESSWAY,MUNCIE,TX,99508,AR - Little Rock,22,5981.05,4968.0,4072.82
60,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,82001,LAKE WALES MEDICAL CENTER,551 HILL COUNTRY DRIVE,WESTERVILLE,WA,99508,AL - Dothan,18,6319.94,5410.57,4874.5
61,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,20141,FLOWERS HOSPITAL,18701 NORTH 67TH AVENUE,SYRACUSE,AZ,99483,PA - Philadelphia,49,5981.05,7444.14,3948.04
62,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,90958,HIGH POINT REGIONAL HOSPITAL,401 S BALLENGER HIGHWAY,OCEANSIDE,MA,30122,NC - Durham,55,5981.05,4968.0,3637.68
63,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,109555,MEMORIAL HERMANN HOSPITAL SYSTEM,1108 ROSS CLARK CIRCLE,WHEELING,FL,99508,NJ - Camden,83,5981.05,4968.0,3778.32
64,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,377063,DUBOIS REGIONAL MEDICAL CENTER,300 NORTH AVENUE,LAWRENCEVILLE,TX,66581,NE - Omaha,17,7789.67,8145.43,5969.45
65,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,85624,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",TUSCALOOSA,AL,86517,SC - Greenville,22,10477.91,5612.72,5573.03
66,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,391982,STANFORD HOSPITAL,1000 W MORENO ST,BEAUMONT,WI,99508,AL - Dothan,18,5981.05,5839.71,4357.99
67,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,128628,BAPTIST MEDICAL CENTER,1108 ROSS CLARK CIRCLE,MACON,MD,73307,GA - Atlanta,79,5981.05,5444.04,3707.12
68,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,314232,NEW HANOVER REGIONAL MEDICAL CENTER,5 ALUMNI DRIVE,BETHESDA,MN,99508,AL - Dothan,20,7301.94,5095.26,6261.76
69,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,351441,KALEIDA HEALTH,1001 SOUTH GEORGE STREET,TAMPA,MI,99152,NJ - Camden,23,5981.05,5570.99,4367.6
70,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,297407,FRYE REGIONAL MEDICAL CENTER,2425 SAMARITAN DRIVE,IRVING,CT,53274,AL - Dothan,89,6953.09,6726.66,4773.7
71,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,435516,WESTERN ARIZONA REGIONAL MEDICAL CTR,1500 S LAKE PARK AVE,PASCAGOULA,OH,51929,WV - Morgantown,79,5981.05,5086.65,3592.85
72,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,442152,RAPID CITY REGIONAL HOSPITAL,8700 SUDLEY RD,QUINCY,FL,95699,MI - Detroit,22,5981.05,4968.0,3795.2
73,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,102330,ARNOT OGDEN MEDICAL CENTER,1215 E MICHIGAN AVENUE,FORT WAYNE,AL,60638,OK - Tulsa,53,17662.69,6542.32,6279.08
74,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,136965,LENOX HILL HOSPITAL,28050 GRAND RIVER AVENUE,ABINGTON,TX,99508,AL - Dothan,16,7509.88,5840.82,4375.77
75,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,307626,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,7007 POWERS BOULEVARD,ATLANTIC CITY,TN,96832,MO - Kansas City,20,5981.05,5416.67,4833.21
76,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,109301,GEORGETOWN UNIVERSITY HOSPITAL,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",ELGIN,AL,43983,TX - Dallas,18,9561.65,5798.95,8096.4
77,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,326656,TALLAHASSEE MEMORIAL HEALTHCARE,2525 S DOWNING ST,OLATHE,OR,99508,UT - Ogden,68,5981.05,5524.26,4840.36
78,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,374719,RIVER REGION HEALTH SYSTEM,1850 TOWN CENTER PARKWAY,CHULA VISTA,OK,58891,FL - Fort Myers,33,5981.05,5328.74,4638.4
79,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,429502,WILLIAMSPORT REGIONAL MEDICAL CENTER,449 W 23RD ST,TALLAHASSEE,AL,81286,OH - Columbus,58,8363.75,7400.64,4898.42
80,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,50345,CITIZENS MEDICAL CENTER,624 HOSPITAL DRIVE,DOTHAN,MA,96377,MN - Minneapolis,35,5981.05,6620.75,4489.5
81,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,175005,SHANNON MEDICAL CENTER,3636 HIGH STREET,EAST STROUDSBUR,NJ,99508,AL - Dothan,65,5981.05,5337.45,4356.69
82,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,284150,KALEIDA HEALTH,501 SUMMIT,DOTHAN,MI,93206,NJ - Ridgewood,97,5981.05,6545.55,4163.5
83,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70890,ROGUE VALLEY MEDICAL CENTER,6161 SOUTH YALE,DOTHAN,FL,60200,OH - Cleveland,89,5981.05,5445.33,4137.39
84,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,445379,LEESBURG REGIONAL MEDICAL CENTER,2300 WESTERN AVE PO BOX 1450,CHARLOTTESVILLE,NC,91449,DC - Washington,69,11531.88,5494.3,5605.73
85,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,343809,CHESAPEAKE REGIONAL MEDICAL CENTER,777 HEMLOCK STREET,KANSAS CITY,NY,99508,UT - Salt Lake City,20,5981.05,4968.0,3708.53
86,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,407544,SOUTHEAST ALABAMA MEDICAL CENTER,355 RIDGE AVE,HOLLYWOOD,MA,99508,OK - Oklahoma City,90,5981.05,5193.67,5057.25
87,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,484357,FAIRVIEW SOUTHDALE HOSPITAL,1638 OWEN DRIVE P O BOX 2000,OGDEN,MA,97615,NH - Manchester,24,5981.05,4968.0,4879.29
88,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,235762,MERCY ST VINCENT MEDICAL CENTER,1210 S OLD DIXIE HWY,MANHATTAN,IA,51147,TN - Nashville,77,8156.42,5385.2,5031.38
89,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,308724,ALAMANCE REGIONAL MEDICAL CENTER,4001 J ST,VIRGINIA BEACH,OH,57658,IN - South Bend,15,30928.46,9528.86,5630.35
90,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,331748,MURRAY-CALLOWAY COUNTY HOSPITAL,1304 FRANKLIN AVENUE,ROSWELL,VA,56882,WA - Spokane,79,6687.44,5395.76,4387.03
91,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,197290,BATON ROUGE GENERAL MEDICAL CENTER,2001 VAIL AVE,SOUTH BEND,MI,99508,MN - Minneapolis,20,5981.05,6511.73,5885.59
92,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,485137,PALMETTO HEALTH RICHLAND,1350 WALTON WAY,HUNTINGTON,CO,47664,MN - Minneapolis,56,7563.85,5133.06,3723.75
93,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,310484,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",2001 MEDICAL PARKWAY,DOTHAN,TX,99508,DC - Washington,78,5981.05,7543.4,4047.83
94,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,107152,MORTON PLANT HOSPITAL,94 OLD SHORT HILLS ROAD,FEDERAL WAY,AK,17397,CA - San Diego,44,27538.81,7169.96,5420.31
95,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,60733,MAGNOLIA REGIONAL HEALTH CENTER,2401 UNIVERSITY AVE,CUMBERLAND,OK,73064,IA - Des Moines,45,28827.73,9978.32,5391.97
96,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,219643,EASTERN MAINE MEDICAL CENTER,8075 N SHADELAND AVE,FRANKLIN,MN,48391,AL - Dothan,45,12240.23,5775.29,4887.51
97,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,377930,NATIONAL PARK MEDICAL CENTER,ONE INGALLS DRIVE,DOTHAN,WI,99508,AZ - Phoenix,73,5981.05,7263.25,5354.04
98,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,353687,BAPTIST MEMORIAL HOSPITAL NORTH MS,4500 MEMORIAL DRIVE,TRINITY,OH,99508,AL - Dothan,30,6571.95,5443.96,5783.66
99,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,70241,LAKE CUMBERLAND REGIONAL HOSPITAL,117 EAST 19TH STREET,NEW BRUNSWICK,MA,61269,IN - Indianapolis,20,9311.76,5174.86,4798.94
100,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,468009,PROVIDENCE HEALTH CENTER,500 SW RAMSEY AVENUE,FEDERAL WAY,FL,89522,CA - Palm Springs/Rancho M,45,27075.52,7046.36,5372.14
101,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,445038,ST VINCENT HOSPITAL,1400 SOUTH  DOBSON ROAD,LAGRANGE,FL,81569,GA - Atlanta,19,6309.09,5211.69,4657.09
102,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,106831,SHARP CHULA VISTA MEDICAL CENTER,1155 MILL STREET,EXETER,FL,51668,MO - Kansas City,74,5981.05,4968.0,3618.93
103,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,138388,MONTGOMERY HOSPITAL,8166 MAIN STREET,DOTHAN,NC,40688,AR - Little Rock,23,5981.05,5406.4,5374.31
104,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,233354,ANDERSON REGIONAL MEDICAL CENTER,5633 NORTH LIDGERWOOD,ERIE,MA,99508,IN - Munster,55,8924.62,6214.8,5255.01
105,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,322404,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,1120 SOUTH UTICA AVENUE,KANSAS CITY,FL,98548,WA - Seattle,52,5981.05,5796.23,5182.1
106,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10001,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,2450 SOUTH TELSHOR BLVD,LAS VEGAS,PA,93633,OH - Cleveland,18,5981.05,5372.44,4041.74
107,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,211637,LOURDES HOSPITAL,1003 WILLOW CREEK ROAD,BISMARCK,AL,63202,PA - Reading,70,9472.18,6505.0,5138.64
108,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,420929,ROCKVILLE GENERAL HOSPITAL,1108 ROSS CLARK CIRCLE,CHILLICOTHE,NC,80820,TX - Odessa,57,5981.05,5035.42,3852.92
109,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,193368,ST ANTHONY'S HOSPITAL,825 DELBON AVE,DURANGO,CT,83371,CA - Salinas,43,24844.58,5638.0,5438.98
110,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,190643,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,6161 SOUTH YALE,YAKIMA,MA,95954,AL - Birmingham,29,6723.58,5466.99,4631.1
111,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,216868,PARKWEST MEDICAL CENTER,1460 G STREET,SULPHUR SPRINGS,VT,10077,TX - Harlingen,65,25707.18,6791.05,6109.0
112,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,196470,ST ELIZABETH MEDICAL CENTER,1301 PUNCHBOWL ST,DOTHAN,VA,95235,FL - Orlando,35,5981.05,5367.06,4765.91
113,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,432657,HARDIN MEMORIAL HOSPITAL,PO BOX 689,SALT LAKE CITY,MD,90849,PA - Harrisburg,67,14366.97,7185.85,5154.8
114,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,124300,TORRANCE MEMORIAL MEDICAL CENTER,380 SUMMIT AVENUE,MISSOULA,VA,99508,MO - Kansas City,52,14189.02,8606.53,4822.99
115,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,389937,MIDLAND MEMORIAL HOSPITAL,1108 ROSS CLARK CIRCLE,WESTMINSTER,MA,57860,AR - Little Rock,95,5981.05,4968.0,3913.64
116,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,150111,SSM DEPAUL HEALTH CENTER,1431 SW 1ST AVE,SHEBOYGAN,FL,80431,CA - San Bernardino,74,5981.05,5318.2,4227.75
117,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,437721,ST PETER'S HOSPITAL,435 LEWIS AVE,SYRACUSE,TX,29512,ND - Bismarck,19,42994.43,5605.29,4286.09
118,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,361567,ST JOSEPH'S HOSPITAL HEALTH CENTER,4000 WELLNESS DRIVE,SOMERS POINT,AL,21598,FL - Tampa,22,6270.43,6392.43,5576.67
119,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,430733,CARLISLE REGIONAL MEDICAL CENTER,1425 PORTLAND AVENUE,VENTURA,FL,48992,WA - Seattle,21,5981.05,5649.66,5394.09
120,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,488623,SAINT CLARE'S HOSPITAL,900 23RD ST NW,NEWBURGH,AL,95610,FL - Fort Lauderdale,27,41320.03,8810.85,6258.71
121,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,441212,ST ALPHONSUS REGIONAL MEDICAL CENTER,ONE GUSTAVE L LEVY PLACE,BANGOR,NJ,38419,NY - Manhattan,21,5981.05,5124.64,5211.53
122,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,101489,"NORTH OAKS MEDICAL CENTER, LLC",2121 SANTA MONICA BLVD,EPHRATA,IN,88562,MN - St. Cloud,94,7116.47,4968.0,4251.28
