,index,product,category,sub_category,brand,sale_price,market_price,type,rating
14,901,Tempeh Cubes - Simply Sriracha Soyabean,Beauty & Hygiene,Cooking & Baking Needs,Fresho,342.98,563.09,"Marie, Health, Digestive",3.1
15,682,Mint Seasoning,"Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,324.36,146.1,Blended Masalas,
16,955,Nilgiri Green Tea - Yakuso Tulsi,Baby Care,Breakfast Cereals,Colgate,33.62,183.92,Mosquito Repellent,4.0
17,975,Kitchen & Household Daily Cleaning - Reusable Cloth,Snacks & Branded Foods,Organic Fruits & Vegetables,Bamboooz,28.45,77.19,Bathing Accessories,3.6
18,997,Cheddar - English,Gourmet & World Food,Chocolates & Biscuits,DP,652.29,974.47,Organic Dals & Pulses,
19,319,Agar Agar Vegetarian Gelatin,Snacks & Branded Foods,Herbs & Seasonings,Organic Tattva,186.48,166.5,Mouthwash,
20,968,Cotton Swabs,Gourmet & World Food,Storage & Accessories,Steel Lock,486.46,305.9,Rusks,4.0
21,998,Comb - Derby Deluxe No 61,Snacks & Branded Foods,Baby Accessories,Prasukh,2849.45,355.27,Pet Meals & Treats,3.6
22,362,Honey - Weight Watchers,"Kitchen, Garden & Pets",Ready To Cook & Eat,Wagh Bakri,708.47,585.03,Thai & Asian Sauces,
23,431,Cereal Flip Lid Container/Storage Jar - Assorted Colour,"Kitchen, Garden & Pets",Fresheners & Repellents,Gupta Glass Ideas,947.97,71.23,Other Veg Pickle,
24,954,Thyme & Rosemary Hair Tonic - Scalp-cleansing Treatment,"Foodgrains, Oil & Masala","Snacks, Dry Fruits, Nuts",Kerala Ayurveda,104.34,836.99,Urad & Other Dals,
25,676,Chicken Nuggets,Beauty & Hygiene,Indian Mithai,Soulfit,83.62,813.88,Toothpaste,
26,994,Vastu Combo Pack - Floor Cleaner + toilet cleaner,Beauty & Hygiene,Drinks & Beverages,Tai Hua,3017.26,607.57,Instant Noodles,
27,859,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",Gourmet & World Food,Snacks & Namkeen,Vaadi,332.68,252.6,"Flavoured, Soya Milk",
28,792,Amla Juice,Snacks & Branded Foods,Fruit Juices & Drinks,Origami,267.77,528.39,"Aerated, Still, Sparkling",
29,691,Green Tea Gentle Detox Set,Gourmet & World Food,Health & Medicine,Nakoda,1143.68,214.69,Ayurveda,4.0
30,866,Dog Supplement - Absolute Calcium Tablet,Beauty & Hygiene,Oils & Vinegar,Nutty Yogi,1007.54,685.71,Hair Care & Styling,4.2
31,890,Light Soy Sauce - Reduced Salt,Gourmet & World Food,Masalas & Spices,Cello,524.96,518.75,Face Care,
32,11,Disney Cinderella Princess PVC Embossed Pencil Bag - HMHTPB 72231-CIN,"Kitchen, Garden & Pets",Masalas & Spices,Colleen,116.02,844.7,"Milk, White & Sandwich",
33,853,Glass Amaze Air Tight Jar - Pink,"Kitchen, Garden & Pets",Crockery & Cutlery,Slurrp Farm,58.89,149.02,Face Masks & Safety Gears,3.9
34,777,Copper Water Fliptop Bottle - Stripes,Beauty & Hygiene,Drinks & Beverages,Pasabahce,885.68,175.44,Bathing Bars & Soaps,3.7
35,901,Paste - Ginger & Garlic,Gourmet & World Food,Bins & Bathroom Ware,Engage,565.99,1103.9,Men's Deodorants,
36,996,Pimple Clear & Germ Removal Face Wash,"Kitchen, Garden & Pets",Crockery & Cutlery,Classmate,20.48,784.84,"Healthy, Baked Snacks",
37,248,Cleanse Green Tea - Whole Leaf Loose Tea,"Kitchen, Garden & Pets",Breakfast Cereals,Aashirvaad,698.54,566.75,Nachos & Chips,
38,962,Soya Nuts - Roasted,Beauty & Hygiene,Fruit Juices & Drinks,Medimix,998.96,567.91,Men's Deodorants,
39,987,"Comfort Bathroom Stool Plastic/Patla - Plain, Big, Assorted","Kitchen, Garden & Pets",Fragrances & Deos,Himalaya Baby,228.72,962.05,Intimate Wash & Care,3.5
40,142,"Menstrual Cup - Wings, Pratham",Gourmet & World Food,"Pasta, Soup & Noodles",Dettol,209.36,27.78,Body Care,3.9
41,839,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver","Kitchen, Garden & Pets","Snacks, Dry Fruits, Nuts",Jeva,627.36,600.57,Shampoo & Conditioner,4.1
42,678,"Pure Maple Syrup - Product Of Canada, Grade A, Robust Taste","Foodgrains, Oil & Masala","Snacks, Dry Fruits, Nuts",HAZEL,205.78,3974.71,Toilet Cleaners,3.9
43,872,Hazel Nut,Beauty & Hygiene,All Purpose Cleaners,Set Wet,856.17,430.42,International Cheese,
44,959,Evening Primrose Oil - Vegetarian Capsule (500 mg),"Kitchen, Garden & Pets",Crockery & Cutlery,JIMMY'S COCKTAILS,71.73,712.25,Glassware,
45,872,"Organic, Fennel /Saunf/Sompu Powder",Beauty & Hygiene,Steel Utensils,Listerine,474.96,356.2,Kadai & Fry Pans,
46,568,"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia",Beauty & Hygiene,Bath & Hand Wash,Tabac,253.61,155.04,Beans & Pulses,
47,941,Corporate Planner Diary With Premium PU Leather Cover With Card Holder,Gourmet & World Food,Dals & Pulses,Lomani,1725.96,69.54,Face Care,
48,958,Samrakshana Vaastu Deepa Thailam,Cleaning & Household,Cookware & Non Stick,Nivea,16.21,84.5,"Healthy, Baked Snacks",
49,626,Drumstick - Organically Grown,Gourmet & World Food,Tea,Himalaya,555.64,386.51,Ayurveda,
50,951,Olive Oil - Classic,Gourmet & World Food,Detergents & Dishwash,Wild Stone,1557.62,593.21,Namkeen & Savoury Snacks,
51,418,"Bathing Bar Soap - Germ Protection, Original",Gourmet & World Food,Cookware & Non Stick,Safe Harvest,2210.95,163.54,Honey,
52,967,Exo Dishwash Bar- Round 700 gm Box + Pril Dishwash Liquid- Active 2X Lime 225 ml,"Kitchen, Garden & Pets",Chocolates & Biscuits,bb Royal,809.14,797.76,"Flavoured, Soya Milk",
53,949,Original Soap,Gourmet & World Food,Frozen Veggies & Snacks,Fresho,1133.12,481.51,Shampoo & Conditioner,
54,996,Pet Solitaire Container Set - Silver,Gourmet & World Food,Pooja Needs,Dexolac,1298.21,377.72,Eau De Toilette,3.8
55,279,Pani Puri Mix Paste,Gourmet & World Food,Crockery & Cutlery,Fresho,2697.54,926.93,Breakfast & Snack Mixes,
56,134,Granola - Happy Berries,Cleaning & Household,Health & Medicine,Spice Story,91.58,549.26,Face Care,
57,953,Blueberry,Beauty & Hygiene,Bath & Hand Wash,Meghdoot,987.16,546.95,Kitchen Tools & Other Accessories,
58,946,Honey - Weight Watchers,Gourmet & World Food,Skin Care,Dove,188.24,158.31,Shampoo & Conditioner,1.3
59,676,"Hair Fall Control Kit - Oil, Shampoo & Serum",Gourmet & World Food,Biscuits & Cookies,BB Home,2773.42,341.15,Hand Wash & Sanitizers,
60,730,Fruit Power Juice- Mixed Berries,Gourmet & World Food,Pickles & Chutney,Meghdoot,24.57,333.08,Vacuum Flask,
61,781,"Puppy Dog Treat - Chicken & Liver Chunks, (Rs 25 Off ) Value Saver Pack",Gourmet & World Food,Gourmet Breads,DP,98.59,476.24,Basmati Rice,3.9
62,992,Foochka,Gourmet & World Food,Crockery & Cutlery,PureFoods,70.96,297.8,Toilet & Other Brushes,
63,999,Rockers - Chocolate laddu,Gourmet & World Food,Fragrances & Deos,Satinance,138.07,498.3,Containers Sets,3.8
64,955,Ready To Eat - Khatta Meetha Poha,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",JOYO,516.65,171.09,Balsamic & Cider Vinegar,4.2
65,993,Silicone Pacifier Step 2 - Purple Flower,"Kitchen, Garden & Pets",Crockery & Cutlery,Dr Rhazes,32.95,831.19,Detergent Bars,4.3
66,992,Sauce - Chilli,Fruits & Vegetables,Pet Food & Accessories,Fresho Signature,75.71,715.53,Imported Cleaners,
67,731,Organic Paneer,Gourmet & World Food,Bath & Hand Wash,Bagrrys,609.29,139.7,Steel Storage Containers,
68,336,"Garbage Bags - Compostable, 100% Corn Starch, Large, Green, Mono-Carton(24x32 Inches)",Snacks & Branded Foods,Hair Care,Yoga bar,41.48,85.45,"Baking, Cake Decorations",3.8
69,958,Amla Chatpata Dry Fruit,Snacks & Branded Foods,Bath & Hand Wash,Diabetics Dezire,2389.88,592.44,Coffee & Pre-Mix,
70,102,Olive Pomace Oil,Beauty & Hygiene,Drinks & Beverages,Everyuth Naturals,201.05,166.9,Whole Spices,3.7
71,909,"Specialist Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven Skin Tone","Kitchen, Garden & Pets",Fragrances & Deos,MyGlamm,646.5,476.38,Buckets & Mugs,
72,892,Blueberry Almond Crisps,Beauty & Hygiene,Crockery & Cutlery,Clorox,1193.65,205.49,Heat & Eat Ready Meals,
73,999,Chunky Salsa - Mild,Baby Care,Snacks & Namkeen,Pepsodent,526.19,1277.28,Chikki & Gajjak,3.1
74,970,Supple Bounce Body Lotion,"Foodgrains, Oil & Masala",Ready To Cook & Eat,A-1 Chips,243.2,98.77,Balsamic & Cider Vinegar,
75,647,Hard Anodised Ezee-Pour Saucepan With Lid - L88,Beauty & Hygiene,Organic Staples,Yera,120.1,900.81,Hand Wash & Sanitizers,4.2
76,755,Twin Bucket Spin Mop - Green - 2 Refills,Gourmet & World Food,Masalas & Spices,Colgate,58.06,1020.55,"Bakery Biscuits, Cookies",
77,863,"Storewell Airtight Plastic Container - Transparent, With Purple Lid","Kitchen, Garden & Pets","Pasta, Soup & Noodles",Aloederm,276.95,468.11,"Cookies, Biscotti, Wafer",3.9
78,483,Breakfast Protein Variety Bar - Almond Coconut,Cleaning & Household,Indian Mithai,Organic Tattva,2397.09,554.5,"Toffee, Candy & Lollypop",3.7
79,378,New Dry Diapers - Medium,Gourmet & World Food,Storage & Accessories,Nourish You,866.26,1502.77,Dry Fruits & Berries,
80,823,"Cat Treats - Salmon Rings, Purr-Fect",Snacks & Branded Foods,Storage & Accessories,Hawkins Futura,204.95,762.32,"Paneer, Tofu & Cream",
81,243,Banana Stem - Diced,Gourmet & World Food,Chocolates & Biscuits,Yera,1476.86,1036.13,Copper Utensils,4.0
82,832,Pacific Steel Insulated Vacuum Flask,Gourmet & World Food,"Pasta, Soup & Noodles",Dimples,616.7,893.4,Lunch Boxes,
83,929,Disney Cinderella Princess PVC Embossed Pencil Bag - HMHTPB 72231-CIN,Fruits & Vegetables,Cooking & Baking Needs,NOCD,1070.4,873.24,Toothpaste,
84,949,Organic Idly Podi - Ginger,Gourmet & World Food,Frozen Veggies & Snacks,Murginns,1516.4,1114.89,Dessert Mixes,
85,978,"Apple Cider Vinegar - With Mother, Unfiltered & Unpasteurized",Gourmet & World Food,Hair Care,Chip Chops,126.17,519.93,Body Care,
86,774,Active Baby Medium (6-11 kg) - 62 Diapers,"Kitchen, Garden & Pets","Sauces, Spreads & Dips",Samvruddhi,11.49,216.41,"Jams, Marmalade, Spreads",4.0
87,698,Peach Shine Lip Care,"Kitchen, Garden & Pets",Health & Medicine,Ah!rogya Bar,490.75,650.51,Pressure Cookers,
88,996,Active Salt Toothpaste Saver Pack 300g + Sensitive Soft Bristles Toothbrush 4pcs,Beauty & Hygiene,Drinks & Beverages,Epiphany Snacks,382.66,1067.69,Blended Masalas,
89,775,Premium Eau De Toilette,Gourmet & World Food,Tea,Diabetics Dezire,104.87,744.02,Eye Care,
90,899,Jeera Powder,Gourmet & World Food,Flask & Casserole,Happy Jars,185.52,1633.66,Sugar & Jaggery,
91,974,"Glass Bottle With Removable Fabric Cover - Grey, BB1317",Gourmet & World Food,Masalas & Spices,Fuschia,329.31,1058.57,Face Care,
92,809,Fragrance Body Spray - Cool Blue,"Kitchen, Garden & Pets",Cooking & Baking Needs,bb Royal,145.83,772.95,Chips & Corn Snacks,
93,691,Ashwagandha Powder,"Eggs, Meat & Fish",Hair Care,Aaha Oho,423.08,692.72,Toilet Cleaners,3.8
94,993,Pickle - Avakkai,Beauty & Hygiene,Dairy,Himalaya,203.7,127.13,Cookies,
95,986,Frappuccino - Coffee,Beauty & Hygiene,Fresh Vegetables,Roxx,217.05,1249.88,Whole Spices,
96,612,Gunpowder Temple of Heaven Hand Rolled Green Tea,Cleaning & Household,Chocolates & Biscuits,Fortune ,369.72,27.54,Juices,4.0
97,998,Olive Oil - Classic,"Eggs, Meat & Fish",Cuts & Sprouts,bb Royal,1192.8,173.98,"Olive, Jalapeno, Gherkin",
98,390,Sesame Chikki,Gourmet & World Food,Bath & Hand Wash,Kvg,178.94,1139.16,Shampoo & Conditioner,
99,610,"Kitchen Cleaning/Dusting Microfibre Cloth - Red & Grey, G130064RG",Gourmet & World Food,Edible Oils & Ghee,Toska Chocolates,12.25,202.32,Breakfast & Snack Mixes,4.3
100,810,Mix - Rava Idli,"Kitchen, Garden & Pets",Ready To Cook & Eat,Shalimar,1971.41,238.18,Ayurveda,
101,946,Veggie Cutter,Cleaning & Household,Baby Food & Formula,BORGES,16.01,417.83,Electronic Accessories,3.9
102,999,"Adult Cat Food Pocket Tuna 7 kg + Wet Meal Tuna In Jelly, for Adult Cat 1.02 kg",Gourmet & World Food,Pet Food & Accessories,DP,580.84,79.61,Ayurveda,4.3
103,763,"Penta Plastic Pet Water Bottle - Green, Wide Mouth",Cleaning & Household,"Sausages, Bacon & Salami",Cello,1400.33,4391.26,Baby Food,
104,335,Exo Dishwash Bar- Round 700 gm Box + Pril Dishwash Liquid- Active 2X Lime 225 ml,Snacks & Branded Foods,"Pasta, Soup & Noodles",Tong Garden,551.9,140.29,Shower Gel & Body Wash,3.9
105,409,Red Pasta Sauce,"Kitchen, Garden & Pets",Oral Care,Maharishi Ayurveda ,579.85,73.01,Mints & Chewing Gum,3.9
106,931,"Coco Oval Basket With Lid - Medium, Assorted Colour","Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,802.65,255.39,Hair Care & Styling,
107,686,"Air Freshener - Lavender Flavoured, Paper, BB1100",Beauty & Hygiene,Fragrances & Deos,Kamasutra,183.94,398.47,Organic Baby Food,3.9
108,996,Marvel Avengers Small 304 Stainless Steel Lunch Box/Tiffin Box - HMHTLB 73357-AV,Beauty & Hygiene,Cooking & Baking Needs,TrueNature,10.21,269.06,International Chocolates,4.6
109,708,Cup a Soup - Croutons Cream of Asparagus,"Bakery, Cakes & Dairy",Biscuits & Cookies,Paper Boat,10.57,510.64,Chocolates,
110,966,Plain Container Jumbo Combo Set - Blue,Gourmet & World Food,Organic Staples,Cafe Junyali,10.0,72.32,Chikki & Gajjak,
111,555,Gunpowder Temple of Heaven Hand Rolled Green Tea,"Kitchen, Garden & Pets",Fresheners & Repellents,York,19.07,543.39,Shampoo & Conditioner,3.9
112,961,Lavender & Vanilla Handmade Luxury Soap,Beauty & Hygiene,Fruit Juices & Drinks,Hm International,1268.18,551.73,Extra Virgin Olive Oil,5.0
113,988,Kool - Badam,"Kitchen, Garden & Pets","Noodle, Pasta, Vermicelli",Aaha Oho,1005.63,35.44,Powdered Spices,
114,646,"Atta Chalan - Stainless Steel, Size- No.8",Snacks & Branded Foods,Tinned & Processed Food,Herbal Essence,42.46,150.14,Mints & Chewing Gum,
115,976,"Adult Dry Cat Food - +1 Year, Ocean Fish",Gourmet & World Food,Feminine Hygiene,StBotanica,136.45,652.94,"Toffee, Candy & Lollypop",5.0
116,819,Pickle - Prawn,Snacks & Branded Foods,"Sauces, Spreads & Dips",Seven seas,149.16,296.88,Organic Masalas & Spices,
117,999,Apple Cider Vinegar - Raw Unfiltered Unpasteurized with Cinamon & Honey,Beauty & Hygiene,Oral Care,StBotanica,187.51,116.35,Air Freshener,
118,994,Savoury - Pizza,"Kitchen, Garden & Pets",Skin Care,Fresho Signature,121.31,5600.0,Body Care,
119,990,Papad - Special Punjabi Masala,Snacks & Branded Foods,Chocolates & Candies,Diabetics Dezire,371.17,3400.61,Kadai & Fry Pans,
120,981,Xylitol Powder,Beauty & Hygiene,Snacks & Namkeen,HappyChef,438.08,62.88,Granola & Cereal Bars,3.9
121,909,Oat Krunch - Dark Chocolate,Gourmet & World Food,Breakfast Cereals,Murginns,526.88,771.06,Cream Biscuits & Wafers,
122,777,Hydrating Body Lotion,Beauty & Hygiene,Fragrances & Deos,Real,741.52,462.38,Body Care,4.0
123,879,Citrus Blast Orange Lemon Soap Free Body Wash,Fruits & Vegetables,"Sauces, Spreads & Dips",Fresho,937.97,358.51,Imported Noodles,
124,842,Pearl Whitening Peel Off Mask,Gourmet & World Food,Cooking & Baking Needs,Quickee'S,1223.67,125.48,Organic Masalas & Spices,
125,998,Curcumin Imbued Honey,Gourmet & World Food,Health & Medicine,Tetley,821.69,160.2,Imported Noodles,
126,82,Shikanji & Chaat Savoury Taste Makers,Beauty & Hygiene,Health & Medicine,Huggies,245.06,95.01,Face Care,4.5
127,634,Chocolate Flavoured Lubes,"Kitchen, Garden & Pets",Bins & Bathroom Ware,It's Skin,629.55,95.61,Face Care,
128,1000,Active Baby Medium (6-11 kg) - 62 Diapers,"Kitchen, Garden & Pets",Feminine Hygiene,Future Organics,530.21,523.3,Men's Deodorants,
129,965,Wipeout Germ Killing Soap,Cleaning & Household,Health & Medicine,Casasunco,522.01,698.15,"Mops, Wipers",
130,977,Red Curry,Snacks & Branded Foods,Storage & Accessories,Le Kaviraj,837.41,173.1,"Cups, Mugs & Tumblers",
131,921,Active Salt Toothpaste Saver Pack 300g + Sensitive Soft Bristles Toothbrush 4pcs,"Kitchen, Garden & Pets","Mops, Brushes & Scrubs",Vaadi,13.27,40.57,Body Care,
132,984,Kitchen Cloth - Big,Gourmet & World Food,Kitchen Accessories,Puramate,489.79,76.56,Herbs & Seasoning,2.7
133,238,Flakes - Ragi,Gourmet & World Food,Hair Care,Iveo ,903.49,101.2,Chocolates,3.8
134,999,Sausage - Chicken Piri Piri,"Kitchen, Garden & Pets",Oral Care,Clove,1671.82,2180.06,Toilet Paper,
135,999,Organic Carom Seeds/Ajwain/Om Kalu,"Foodgrains, Oil & Masala",Bath & Hand Wash,Dove,34.15,318.82,Organic Masalas & Spices,
136,996,Imitation - Crab Sticks,"Kitchen, Garden & Pets",Masalas & Spices,Treo,152.77,723.58,Leaf & Dust Tea,3.9
137,573,Sunblock Lotion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Peebuddy,1370.9,302.44,Roasted Seeds & Nuts,4.3
138,585,"Bucket - Super, Green",Beauty & Hygiene,Non Dairy,Sensodyne,19.26,248.38,Chocolates,3.0
139,853,Marvel Spiderman Metal Kids Pencil Box,Gourmet & World Food,Fresheners & Repellents,BB Home,2072.43,891.23,Shampoo & Conditioner,
140,878,New Dry Diapers - Medium,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Organic Harvest,155.9,364.87,"Paneer, Tofu & Cream",4.6
141,899,Sesame Seed Oil,"Eggs, Meat & Fish",Biscuits & Cookies,Fresho,2767.34,176.37,Herbs & Seasoning,3.0
142,873,"Steel Storage/Lunch Container- No.1, Blue, Klip It","Kitchen, Garden & Pets",Storage & Accessories,Amul,394.15,971.89,Ayurveda,
143,981,Daily Face Care Lotion Oil Balance - Combination To Normal Skin,Beauty & Hygiene,Chocolates & Biscuits,Jerhigh,44.16,223.41,Mints & Chewing Gum,4.2
144,753,"Muffin - Rich Chocolate, Whole Wheat (Eggless)","Kitchen, Garden & Pets",Skin Care,Sprite,859.08,131.16,Blended Masalas,
145,650,Elegance Deodorant - For Men,Gourmet & World Food,Feminine Hygiene,Pasabahce,489.97,540.32,Kitchen Rolls,
146,999,"Balloon - Polka Dot, 12 Inch",Baby Care,"Spreads, Sauces, Ketchup",Lyra,3382.7,24.0,"Paneer, Tofu & Cream",3.8
147,999,Cereal Flip Lid Container/Storage Jar - Assorted Colour,Gourmet & World Food,Skin Care,Engage,461.68,687.04,"Marshmallow, Candy, Jelly",
148,995,Pasta & Pizza Sauce - No Onion & No Garlic,Gourmet & World Food,Fragrances & Deos,Fresho,1168.92,734.48,Organic Masalas & Spices,
149,970,Black Tea,Beauty & Hygiene,Bath & Hand Wash,Fresho Signature,1736.57,374.02,Organic Masalas & Spices,
150,890,Ashwagandha Powder,Gourmet & World Food,Oils & Vinegar,Kohinoor,132.7,401.12,Cotton & Ear Buds,5.0
151,764,Ayurvedic Soap,Gourmet & World Food,Fragrances & Deos,Fresho Signature,1067.75,694.93,"Organic Rice, Other Rice",
152,999,Arrabbiata Tomato Pasta Sauce With Chilli,Gourmet & World Food,Skin Care,Aaha Oho,132.18,127.44,Boiled & Steam Rice,
153,120,"100% Whey Protein, Rich Chocolate",Gourmet & World Food,Hair Care,Mysore Sandal,222.26,259.72,Salted Biscuits,4.6
154,147,Hareli Kitchen Jar,"Kitchen, Garden & Pets",Dairy & Cheese,BIOTIQUE,96.69,1302.44,Containers Sets,
155,167,"Prawns, Peeled & Deveined",Beauty & Hygiene,Dairy,Fresho,92.13,936.16,Body Care,
156,566,Color Naturals Creme Riche Ultra Hair Color - Raspberry Red,Snacks & Branded Foods,Masalas & Spices,Spice Story,1895.47,117.08,Roasted Seeds & Nuts,3.9
157,24,Professional Salon Series Platinum Silver Facial Kit,"Kitchen, Garden & Pets",Feminine Hygiene,Nature Protect,1443.44,303.51,"Jams, Marmalade, Spreads",3.8
158,546,Herbal Wine Grapefruit Lip Balm,Beauty & Hygiene,Dairy,True Elements,390.26,623.15,Lighters,3.7
159,975,"Toothbrush - 360 Degree Flosstip, Soft",Beauty & Hygiene,Skin Care,Glenand,367.44,1772.17,"Chocolate, Peanut Spread",
160,982,Hearts & Kisses For Women,"Kitchen, Garden & Pets",Frozen Veggies & Snacks,Dr Batra's ,2824.32,749.85,"Papads, Ready To Fry",
161,617,Milk Delights Face Wash With Honey For Dry Skin,Gourmet & World Food,Health & Medicine,Azafran,312.0,426.55,Hair Care & Styling,
162,198,Face Wash - White Tea & Chamomile,"Kitchen, Garden & Pets",Fish & Seafood,Real,197.97,923.25,Face Care,
163,946,Evening Primrose Oil - Vegetarian Capsule (500 mg),Snacks & Branded Foods,Health & Medicine,Air wick,512.87,1975.27,"Notebooks, Files, Folders",4.0
164,893,"Toilet Roll - 4 Rolls, 3 ply",Beauty & Hygiene,Masalas & Spices,SINWUAS,499.19,190.4,Chocolates,3.9
165,793,Men Expert Hydra Power Duo Foam Cleanser,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Chandrika ,542.67,1066.62,Containers Sets,
166,831,Value Pack - Blueberry Almond Crisps + California Pistachio Crunch,"Eggs, Meat & Fish",Fresh Fruits,Dove,1290.37,290.71,Men's Deodorants,3.9
167,948,"Spring Roll Sheets - 6""x6""",Gourmet & World Food,Cereals & Breakfast,Haagen-Dazs,10.0,562.9,Sippers & Bottles,
168,5,"Steel Storage/Lunch Container- No.1, Blue, Klip It","Kitchen, Garden & Pets",Flask & Casserole,Dexolac,398.32,434.78,"Flavoured, Soya Milk",
169,492,Masala - Punjabi Chhole,Baby Care,Hair Care,Aaha Oho,399.94,1759.42,Men's Deodorants,3.8
170,1000,"Notebook - Unruled, Long",Beauty & Hygiene,Skin Care,Dentoshine  ,226.11,434.66,Organic Masalas & Spices,4.3
171,977,Breeze - Razor Blades,Cleaning & Household,Skin Care,DP,360.75,583.96,Lunch Boxes,
172,566,Potato Crisp Chips - Original,Beauty & Hygiene,Fresheners & Repellents,Amul,197.29,915.31,Bathing Bars & Soaps,
173,957,"Deluxe Granite Non-Stick Omni Tawa, 250 mm (36301)",Gourmet & World Food,Cooking & Baking Needs,StBotanica,3018.65,2394.87,Containers Sets,
174,52,Lemon - Organically Grown,Beauty & Hygiene,Hair Care,Aashirvaad,769.63,828.94,Kitchen Tools & Other Accessories,3.8
175,943,"Pomegranate - Single Serve, Peeled",Gourmet & World Food,Baby Food & Formula,True Elements,10.0,77.5,Toothpaste,3.8
176,386,Pure Aloe Vera Gel,Gourmet & World Food,Ready To Cook & Eat,Soft Touch,517.85,689.66,Shampoo & Conditioner,
177,857,Assam Tea,"Kitchen, Garden & Pets","Mops, Brushes & Scrubs",Epiphany Snacks,282.37,818.81,Dustbins,
178,855,Ashwagandha Powder,Beauty & Hygiene,Hair Care,Teamonk,107.51,548.35,Men's Deodorants,4.3
179,289,"Cheese - Feta Greek, Block",Gourmet & World Food,Frozen Veggies & Snacks,Puramate,718.1,167.26,Talc,
180,647,Steel Lunch/Tiffin Box Set With Bag - Tiffany,"Eggs, Meat & Fish",Skin Care,Stonesoup,181.19,58.56,"Aerated, Still, Sparkling",3.8
181,85,5 Star Oreo Chocolate Bar,"Kitchen, Garden & Pets",Health & Medicine,Fresho,3507.87,2599.78,International Chocolates,
182,452,Gold Flash - Mosquito Repellent Combo Machine & Refill,Beauty & Hygiene,Health & Medicine,Safal,187.47,1965.62,Men's Deodorants,
183,974,"Focus - Super Dog Food, For Adults",Cleaning & Household,Hair Care,Hawkins Futura,20.15,803.14,Kadai & Fry Pans,
184,295,"Loofah/Sponge Scrubber/Body - Pink, BH-064D PNK",Gourmet & World Food,Masalas & Spices,Aloederm,651.35,476.51,Dry Fruits & Berries,3.7
185,999,Color Naturals Creme Riche Ultra Hair Color - Raspberry Red,Beauty & Hygiene,Health & Medicine,BB Home,481.6,600.68,Flours & Pre-Mixes,
186,1000,"Steel Deep Dabba/Storage Container - No. 12, Plain",Beauty & Hygiene,Dairy,Fresho,247.27,646.88,Ayurveda,4.1
187,126,Dare Deodorant Spray - Men,Gourmet & World Food,Exotic Fruits & Veggies,Command,110.33,1799.81,Dust Cloth & Wipes,
188,971,Premium Raw Organic Holy Basil Seeds,"Kitchen, Garden & Pets",Biscuits & Cookies,Koka,98.01,308.39,Other Dry Fruits,3.4
