,index,product,category,sub_category,brand,sale_price,market_price,type,rating
21,642,"Sandwich Toaster - Non-Stick, Gas","Kitchen, Garden & Pets",Biscuits & Cookies,As Chefs Cook,65.3025245160631,84.83908132973858,Cut & Peeled Veggies,4.318048763427039
22,877,Dairy Milk Black Forest - Imported,Snacks & Branded Foods,Dairy,BIOTIQUE,411.6757249684316,503.9084848453424,Organic Dals & Pulses,3.0839074184008153
23,611,Menthol Cool 500 ml + Laundry San- Fresh Linen 480 ml,Fruits & Vegetables,Tea,By Nature,190.06058751847053,287.60091866426785,Honey,3.639723238182487
24,550,Premium Flat Square Plastic Container Set - Blue,Gourmet & World Food,Drinks & Beverages,Tulips,10.0,10.0,Lunch Boxes,3.6641091431083823
25,622,Cake Gel,Gourmet & World Food,Rice & Rice Products,Camlin,425.34507511402376,596.4608435789966,Frozen Veg Snacks,
26,214,Soothing Cucumber Facial Scrub With Apricot Seeds,Snacks & Branded Foods,Chocolates & Candies,Montanini,10.0,10.0,Face Care,4.340344151778607
27,493,"Executive Lunch Box - Small, T Blue",Snacks & Branded Foods,Rice & Rice Products,Jerhigh,233.72512037641934,325.10475685817823,Flours & Pre-Mixes,4.504164368750012
28,498,Banana Stem - Diced,Gourmet & World Food,Snacks & Namkeen,La Espanola,10.0,10.0,Vacuum Flask,4.073972548182575
29,1000,Snacks - Roasted Mixture Lime,Beauty & Hygiene,Organic Staples,Big Sams,354.2118168443157,472.5705094585354,Face Care,
30,956,Pre Shave Foam - Classic Sensitive Skin,Baby Care,"Sausages, Bacon & Salami",Fresho Signature,10.0,10.0,Health Drinks,
31,360,Family Sunscreen Lotion SPF 25,Snacks & Branded Foods,Organic Staples,MISHT,694.2803346465628,916.9180869514548,Lip Care,4.588328647325973
32,479,Fresh Catch Fish Fingers,Snacks & Branded Foods,Chocolates & Biscuits,Glenand,831.7465626696644,790.0129989123723,Nachos & Chips,
33,137,"Sport Deo Spray - Fresh, for Men",Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Gits,1141.8497283747845,1321.9496781882522,"Aerated, Still, Sparkling",
34,467,"Steel Deep Dabba/Storage Container - No. 12, Plain","Foodgrains, Oil & Masala",Fragrances & Deos,IRICH,10.0,10.0,Organic Dals & Pulses,5.0
35,645,Baby Napkins - Mini Terry,"Kitchen, Garden & Pets",Drinks & Beverages,Yardley London,10.0,10.0,Shampoo & Conditioner,3.7073794136726343
36,964,Steel Belly Shape Storage Dabba/ Container Set With PP Lid - Silver & Blue,"Foodgrains, Oil & Masala",Kitchen Accessories,Tabasco,522.884187874943,466.4582866448072,Gourmet Tea & Tea Bags,3.884944499331584
37,359,Snail Moisture Mask Sheet,"Kitchen, Garden & Pets","Snacks, Dry Fruits, Nuts",Teamonk,204.55370708179376,299.8932514120133,Face Care,4.51161165745874
38,328,Tapioca,Snacks & Branded Foods,Fresheners & Repellents,Red Hunt,462.3529894892947,438.1818307495895,"Organic Rice, Other Rice",4.445570656366541
39,316,Cake Gel,Beauty & Hygiene,Health & Medicine,Steel Lock,10.0,10.0,"Laundry, Storage Baskets",3.775198543450559
40,415,Bodylicious Deodorant Spray - Mate (For Men),Snacks & Branded Foods,Storage & Accessories,Raju's Cloth,41.723606065843654,173.58729393603207,Powdered Spices,3.5895066952206576
41,536,Sensitive - With Anti-Sensitivity & Fluoride Toothpaste,"Kitchen, Garden & Pets",Steel Utensils,StBotanica,10.0,160.37846212891228,Shampoo & Conditioner,2.7680624410368893
42,839,Foochka,"Kitchen, Garden & Pets",Fresheners & Repellents,Lion,10.0,10.0,"Luxury Chocolates, Gifts",4.048497616416553
43,3,Chicken Jalapeno Cheese Nuggets,Gourmet & World Food,Drinks & Beverages,Corsafe Advance,871.0100853415715,1055.859708849294,Face Masks & Safety Gears,4.647405371970614
44,454,Peanut Butter - Chunky,"Kitchen, Garden & Pets",Chocolates & Biscuits,Signoraware,817.8416954598061,1086.5981139103678,Namkeen & Savoury Snacks,
45,107,The Original Kashaya - Caffeine Free,Snacks & Branded Foods,Bins & Bathroom Ware,Knorr,1103.1179374239046,1088.936412218091,"Utensil Scrub-Pad, Glove",
46,892,"Namkeen - Murku, Ribbon",Cleaning & Household,Biscuits & Cookies,B Vishal,10.0,10.0,"Bakery Biscuits, Cookies",3.2260054908401576
47,615,Pro 4 Shaving Razor for Men - Blade + Handle + Cap,"Kitchen, Garden & Pets",Steel Utensils,Mysore Sandal,214.57499925860878,99.75664371689211,"Baking, Cake Decorations",4.2283618248654795
48,567,"Scrub Pad - Anti- Bacterial, Regular","Kitchen, Garden & Pets",Chocolates & Candies,Habit,189.64954942931234,302.79461988081823,Vinegar,
49,1,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy","Kitchen, Garden & Pets","Mops, Brushes & Scrubs",So Sweet,10.0,10.0,Salad Dressings,2.7721759013438314
50,263,Salt & Peeper Shaker Masala Dabbi With Window,"Kitchen, Garden & Pets",Feminine Hygiene,Olivia,10.0,10.0,Casserole,3.8887645383023117
51,1,Aika Snack Bowl Set,Beauty & Hygiene,Skin Care,Lacto Calamine,42.67979905223933,255.0937758715708,Bathing Bars & Soaps,4.951030335783113
52,234,Dressing - Creamy Caesar,Gourmet & World Food,Cooking & Baking Needs,Epiphany Snacks,734.0763133634821,872.6377151808572,Face Care,4.218460897111289
53,955,"Deluxe Granite Non-Stick Omni Tawa, 250 mm (36301)",Beauty & Hygiene,Ready To Cook & Eat,Geo-Fresh,303.61265013695606,450.8229672217308,Hand Wash & Sanitizers,3.7957758858833457
54,392,Cereal Flip Lid Container/Storage Jar - Assorted Colour,Beauty & Hygiene,Skin Care,Catch,10.0,10.0,Water & Fridge Bottles,4.370515100914393
55,412,Dates Powder - Natural Sweetener,Gourmet & World Food,Organic Staples,Classmate,10.0,10.0,Supplements & Proteins,
56,152,Paratha Puff,"Bakery, Cakes & Dairy",Chocolates & Candies,Yoga bar,28.437057909267025,10.0,Cookies,
57,784,Oil - Gingelly,"Foodgrains, Oil & Masala",Dairy,Omega,310.08753076050766,293.2031554628166,"Paper Napkin, Tissue Box",4.500547244364295
58,1,Hair Spa Oil Therapy,Beauty & Hygiene,Fresh Fruits,Aaha Oho,886.360580105118,1093.3709014419883,Gourmet Tea & Tea Bags,4.015895960424621
59,847,Soap,Snacks & Branded Foods,Oils & Vinegar,United,10.0,10.0,Herbs & Seasoning,4.059756250757482
60,302,Tempeh Cubes - Simply Sriracha Soyabean,Gourmet & World Food,Health & Medicine,Sunfeast,257.68256806744216,548.7213947576236,Face Care,
61,1000,Amaranth Grains,Snacks & Branded Foods,Drinks & Beverages,Princeware,160.8416591584417,209.24254768026617,Steel Storage Containers,3.0995768686290255
62,762,"Shot Body Spray - Absolute Series, Craze","Foodgrains, Oil & Masala",Masalas & Spices,KCL,10.0,10.0,Syrups & Concentrates,
63,486,"Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth","Kitchen, Garden & Pets",Men's Grooming,TGL Co.,10.0,10.0,Pastas & Spaghetti,3.6335159232444005
64,544,Chutney - Sweet Mango Sliced (without Garlic),"Bakery, Cakes & Dairy",Rice & Rice Products,Dabur,117.42280766822304,224.90033656818983,"Baking, Cake Decorations",3.7154422929774724
65,742,Borosilicate Glass Round Food Container With Dark Blue Lid,Gourmet & World Food,Skin Care,Suvidha,10.0,10.0,Water & Fridge Bottles,
66,268,Darjeeling White Teabags - Reeti,"Kitchen, Garden & Pets",Cooking & Baking Needs,Colgate,10.0,10.0,Powdered Spices,3.6266656335004837
67,230,Thyme,Gourmet & World Food,Fragrances & Deos,Ajmal,626.634505146867,755.7203906417731,Gourmet Tea & Tea Bags,
68,561,Sugar Free Butter Cookies,"Kitchen, Garden & Pets",Health & Medicine,Nature Protect,244.32168319646337,441.55646028071817,Glassware,
69,581,Organic Tofu - Soy Paneer,Gourmet & World Food,Stationery,USTRAA,729.9979705962185,903.9635437848164,Cereal & Granola Bars,
70,1000,Aluminium Induction Base Flat Bottom Patila Tope Pot - Silver,"Kitchen, Garden & Pets",Cooking & Baking Needs,Aloe Veda,180.07525510347944,207.171981678434,Kitchen Tools & Other Accessories,3.304817943063853
71,436,Mix - Rava Dosai,Beauty & Hygiene,Drinks & Beverages,Bombay Shaving Company,289.26622270526343,481.914289656031,Shaving Care,4.411491889581001
72,333,Mischief Avatar Deodorant & Body Spray Perfume For Men,Gourmet & World Food,"Mops, Brushes & Scrubs",Pasabahce,483.6894296295245,545.8906800149996,Face Care,3.153846408532008
73,543,Canadian Grade A Maple Syrup,Gourmet & World Food,Men's Grooming,SAPPHERO,196.84909869121987,28.37869209457034,Bathing Bars & Soaps,3.093179713028447
74,676,Elegant Fruit Center Filled Choco Assortment,Beauty & Hygiene,Health & Medicine,INATUR ,10.0,72.90789952711509,Hand Wash & Sanitizers,3.4320181993360386
75,715,Glass Water Bottle - Aquaria Organic Purple,Cleaning & Household,Baby Food & Formula,Dukes,611.4439539079167,727.8204370886899,Basmati Rice,3.2755913019270886
76,186,Ashwagandha Tablets,Beauty & Hygiene,Chocolates & Candies,Asian,57.249744733003496,238.68760362928006,Face Care,3.2828010948417754
77,781,Meswak Toothpaste,"Kitchen, Garden & Pets",Masalas & Spices,Pears,575.6253095448568,928.6013857730569,Kitchen Tools & Other Accessories,3.8500001912893356
78,312,Organic Tofu - Soy Paneer,"Kitchen, Garden & Pets",Fresheners & Repellents,Oxy,83.38316213553736,161.66953882519476,Floor & Other Cleaners,
79,391,Men Expert White Activ Intensive Whitening Foam,Snacks & Branded Foods,Dairy & Cheese,Dr.Batra'S,512.4054066110693,703.0866017249916,Sippers & Bottles,
80,88,Cheddar - English,Cleaning & Household,Kitchen Accessories,Roxx,196.29557013146086,341.3846338904747,Shampoo & Conditioner,4.516563112634201
81,225,Masala - Chicken,Gourmet & World Food,Crockery & Cutlery,Soulflower,248.01731208882734,374.34912707840056,Shampoo & Conditioner,3.7376935975008725
82,628,Millet Idly & Dosa Batter,"Kitchen, Garden & Pets",Fresh Fruits,Valley Spice,314.34548100734503,170.01539650765858,CFL & Led Bulbs,
83,1000,Sports Sunscreen Lotion SPF 50,Snacks & Branded Foods,Fresheners & Repellents,Aloederm,391.9807921198336,451.29404490395586,Kids Cereal,
84,349,Organic Cow Ghee/Tuppa,Beauty & Hygiene,Health & Medicine,Teamonk,885.1703187192529,1019.1784130105801,Face Care,2.5562876201782707
85,451,Gluten-Free Quinoa Flour,Gourmet & World Food,Men's Grooming,Jus Amazin,10.0,10.0,Green Tea,3.285688430904701
86,956,Synthetic Food Colour Preparation Lemon Yellow,Beauty & Hygiene,Skin Care,Brut,345.73935153322327,426.872534008868,Floor & Other Cleaners,4.026638890957525
87,717,Paste - Ginger & Garlic,Beauty & Hygiene,Skin Care,Garnier,1368.0855640335935,1698.928456248154,Bath Salts & Oils,
88,641,Glass Water Bottle - Aquaria Organic Purple,Snacks & Branded Foods,Chocolates & Candies,Glenand,439.9175600835389,349.2323249982003,Organic Masalas & Spices,3.191470683091034
89,1000,Organic Tamarind/Hunisehannu,"Kitchen, Garden & Pets",Men's Grooming,Kaiv,436.10144780315284,431.0741891547261,Supplements & Proteins,3.833842709868491
90,334,Fruit Power - Masala Sugarcane,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,197.24829974882763,369.0068062989402,Men's Deodorants,3.8646273808714215
91,225,"Namkeen - Murku, Ribbon",Beauty & Hygiene,Hair Care,Pinnacle,738.8389452334853,845.9391760418891,Air Freshener,3.74188261963723
92,477,Blemishes & Acne Control Sheet Mask (Pack of 6),"Eggs, Meat & Fish",Storage & Accessories,Fortune ,20.49415674921846,10.0,Face Care,4.263778949709519
93,791,"Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron",Gourmet & World Food,Men's Grooming,Kiwi,10.0,10.0,Flours & Pre-Mixes,
94,245,Salted Pumpkin,Beauty & Hygiene,"Sauces, Spreads & Dips",Dairy Craft,664.9898251850213,657.6470912975797,Imported Noodles,
95,1,Original Deodorant For Women,"Kitchen, Garden & Pets",Oils & Vinegar,Garnier Men,345.36678784801165,285.54679620785623,Shampoo & Conditioner,4.266369347430915
96,371,Dates/Kharjura - Deseeded,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Tasties,84.65340004835105,104.28067887585777,Shower Gel & Body Wash,4.473786048094917
97,434,Garlic Treat,Gourmet & World Food,Ready To Cook & Eat,Himalaya,764.9097355170119,1017.4732664507223,Face Care,4.057217783467425
98,320,"Specialist Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven Skin Tone","Kitchen, Garden & Pets",Kitchen Accessories,Mastercook,603.5998094531094,748.1839673419322,Exotic Sugar & Salt,
99,209,Lavender & Vanilla Handmade Luxury Soap,Beverages,Bins & Bathroom Ware,Organic Tattva,10.0,10.0,Floor & Other Cleaners,
100,602,Impress Concentrated Perfume Free From Alcohol For Male,"Kitchen, Garden & Pets",Fresheners & Repellents,Fresho,778.4033540005996,725.4689596725244,Hair & Scalp Treatment,
101,566,Organic Dosa Mix - Jowar,Fruits & Vegetables,Dairy,Layerr,137.97331138271812,10.0,Baby Wipes,5.0
102,801,Peristaltic Nipple - 'S' Hole,"Kitchen, Garden & Pets",Masalas & Spices,Fresho,385.8347209375214,508.1136743608738,Aromatherapy,4.750611006888169
103,785,Pumpkin - Organically Grown,"Bakery, Cakes & Dairy",Cakes & Pastries,KOKOLEKA,185.48396920032144,118.76089113090279,Toilet Cleaners,
104,355,"Finger Brush For Kids - Blue, Ultra Soft",Cleaning & Household,All Purpose Cleaners,Tasties,10.0,10.0,Gourmet Juices & Drinks,3.6146048458361837
105,410,Cherry Lip Balm 4.5 g + Deep Nourish Elbow & Foot Cream 50 g,"Kitchen, Garden & Pets","Sauces, Spreads & Dips",Sanjay ,302.277661281506,308.58904448872715,Baby Food,3.8236336164290536
106,867,2X French Perfume Fabric Conditioner,Beauty & Hygiene,Crockery & Cutlery,Kaya Clinic,262.93639596431274,501.1564892264456,Imported Cleaners,4.4457810316659785
107,81,Sriracha Hot Chilli Sauce,"Foodgrains, Oil & Masala",Men's Grooming,YVES ROCHER,10.0,10.0,Containers Sets,3.546804880407983
108,172,Raw Seeds - Sunflower Pumpkin Flax Seeds,Gourmet & World Food,Bath & Hand Wash,AGARO,933.7308790303142,994.4554088817001,"Lemon, Ginger & Garlic",2.7549913066466276
109,744,Plain Container Jumbo Combo Set - Blue,Gourmet & World Food,Hair Care,Saffola,495.53296980350206,568.9985568491638,Eau De Toilette,3.671824593606048
110,535,Pure Neem Skin Purifying Face Wash,Gourmet & World Food,Cereals & Breakfast,True Elements,691.6587402336156,646.6751948300418,Face Care,
111,227,Sunspray Sunscreen SPF 30,Beauty & Hygiene,Crockery & Cutlery,Turn Organic ,935.7430878468667,1220.3569977023876,Roasted Seeds & Nuts,3.8160586614851426
112,291,Dark Fantasy - Choco Fills Biscuits - Cookies,"Kitchen, Garden & Pets",Masalas & Spices,Bixa Botanical,10.0,10.0,"Marie, Health, Digestive",
113,858,Organic Quinoa Power Rice Cake,Gourmet & World Food,Fragrances & Deos,Ratan,525.425749708437,700.0904794625087,Rice & Other Flours,4.00105281907977
114,206,Mutton Delicate Chops,Snacks & Branded Foods,Breakfast Cereals,Nutty Yogi,10.0,10.0,Flavoured & Other Oils,3.2283871974844645
115,658,UV Away Moist Jumbo Sun Block,Snacks & Branded Foods,Stationery,Anjali,466.35071143426467,363.55548053511603,Water & Fridge Bottles,3.9393448295781384
116,481,Secondary Class Students - Online Learning,Gourmet & World Food,Storage & Accessories,Hm International,350.66350379838264,423.4232079267315,Containers Sets,5.0
117,1000,Disney Cinderella Princess PVC Embossed Pencil Bag - HMHTPB 72231-CIN,Beauty & Hygiene,Skin Care,Vaadi,1056.2405106016918,958.1291006063163,Salted Biscuits,4.49926216793085
118,44,"Stainless Steel Kadai - Induction Bottom With Glass Lid,  26 cm",Gourmet & World Food,Masalas & Spices,Sprig,278.6267580907967,387.40923855048595,Bathing Bars & Soaps,
119,555,Onion - Organically Grown,Beauty & Hygiene,"Salt, Sugar & Jaggery",Kaya Clinic,544.4557089008622,640.0246709262702,Containers Sets,
120,464,Organic Bisibelebath Mix - Kodo Millet,"Foodgrains, Oil & Masala",Health & Medicine,Gala,454.61031882455535,576.7826346825768,"Cups, Mugs & Tumblers",3.812692819869555
121,589,Water Wiper - Nano,"Kitchen, Garden & Pets",Chocolates & Biscuits,Eastern,540.2829687668279,580.5959547337768,Containers Sets,3.8297818168966544
122,467,"Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",Snacks & Branded Foods,"Mops, Brushes & Scrubs",BB Home,1150.4453905066348,1257.7086354657783,Powdered Spices,4.203921442122833
123,223,"Confeito Vermicelli Combo, Sprinkles",Cleaning & Household,Fresheners & Repellents,BB Home,444.47047233837276,579.6842362667066,Balsamic & Cider Vinegar,3.7106615133845957
124,306,Stainless Steel Pav Bhaji/Idli Oval Shaped Plate,Gourmet & World Food,Organic Staples,Lakme,10.0,10.0,"Mops, Wipers",4.546901963924398
125,1,Breakfast Protein Variety Bar - Almond Coconut,Cleaning & Household,Men's Grooming,Real,10.0,10.0,Kadai & Fry Pans,5.0
126,702,Organic - Chana Masala,"Kitchen, Garden & Pets",Oils & Vinegar,Cafe Junyali,10.0,10.0,Bathing Bars & Soaps,4.445530335772697
127,1,Cloth Clip,Beauty & Hygiene,Hair Care,The Gourmet Jar,40.45654590588384,10.0,Blended Masalas,
128,719,Original Scent - Dry Skin Moisturiser With Cherry Almond Essence,"Kitchen, Garden & Pets",Bath & Hand Wash,Fresho Signature,310.82206324845725,361.31537558382314,Aromatherapy,
129,1,Chilli Garlic Aioli Dip,"Kitchen, Garden & Pets",Skin Care,Mambalam Iyers,381.5346027722279,491.5151443332828,Flavoured & Other Oils,
130,503,Fiesta Serving Bowl With Serving Spoon - Assorted Colour,Snacks & Branded Foods,Tinned & Processed Food,Born Good,10.0,10.0,Balsamic & Cider Vinegar,3.4217083858191075
131,477,Lavender & Vanilla Handmade Luxury Soap,Beauty & Hygiene,Tea,Good knight,10.0,98.7596471623799,Exotic Fruits,4.552177665217885
132,446,Shikakai - Amla and Bhringraj,Beverages,Fragrances & Deos,Fresho Signature,266.3878252926849,449.49758367628726,Colours & Crayons,3.980252103449707
133,375,"Garnet LED White Bulb - 14 Watt, Cool Day, B22",Beauty & Hygiene,Storage & Accessories,Aaha Oho,10.0,10.0,Exotic Vegetables,
134,540,"Plates - Marine Fish, Medium",Beauty & Hygiene,Crockery & Cutlery,bb Royal,87.1065033483793,53.85375654928225,Diapers,
135,485,Choco Deck - Mini Delights,Beauty & Hygiene,Masalas & Spices,Park avenue,746.8457403183343,935.0891243782719,Men's Deodorants,3.59579299415343
136,351,"Peanut Butter - Creamy, Super",Cleaning & Household,Rice & Rice Products,Organic Tattva,493.9020472906275,409.4202724913206,Toothpaste,
137,51,Sriracha Hot Chilli Sauce,Beauty & Hygiene,Storage & Accessories,Eastern,390.482699930273,585.4004175134872,Face Care,4.1906997415937814
138,761,Pizza Topping,Gourmet & World Food,Cooking & Baking Needs,Yardley London,585.6013282308134,823.5101817147251,Steel Storage Containers,3.8159084517984305
139,843,Ayurvedic Karela Powder,Cleaning & Household,"Spreads, Sauces, Ketchup",Sensodyne,1030.3290948647082,1140.041872758437,Organic Baby Food,
140,32,Red Poha,Beauty & Hygiene,Hair Care,Vlcc,342.7806864037038,220.44596845659575,Toothpaste,3.613988192289286
141,1,Premium Californian Roasted & Salted Pistachios - Value Pack,"Kitchen, Garden & Pets",All Purpose Cleaners,Smith & Jones,612.6614790776962,523.1647432768355,Shampoo & Conditioner,4.685188278173376
142,1000,Green Stuffed Hot Pepper Pickle,"Kitchen, Garden & Pets",Oils & Vinegar,Earthon,425.1203119519041,610.7400279176948,Face Masks & Safety Gears,3.7757094054037523
143,268,Foochka,"Kitchen, Garden & Pets",Steel Utensils,Koka,380.7832480472737,287.9501968538886,Hair Oil & Serum,3.404866804659019
144,97,Avida 3-in-1 Semi Economy Pouch -  FG01248,Gourmet & World Food,Stationery,Nirvana,714.2813451753304,1104.256432539014,Eau De Toilette,
145,508,Bio Green - Apple Fresh Daily Purifying Shampoo & Conditioner,"Foodgrains, Oil & Masala",Oils & Vinegar,Bagrrys,356.6486157629991,509.51876927135504,"Curry Paste, Coconut Milk",3.7865572232406697
146,431,X-Tenso Care Straight Masque,Gourmet & World Food,Cooking & Baking Needs,Joy,672.4718512621844,800.5805579128398,Frozen Vegetables,3.4545796792533006
147,597,Bodylicious Deodorant Spray - Mate (For Men),"Foodgrains, Oil & Masala",Feminine Hygiene,By Nature,10.0,10.0,Organic Vegetables,3.5896377255379646
148,565,Signature Gold Dark Vanilla & Oud Wood Perfume,Cleaning & Household,Crockery & Cutlery,HappyChef,321.0678648261232,418.9973047837725,Baby Wipes,4.390825460964922
149,216,Opalware Ivory Multiutility Bowl Set - Autumn Shadow,Beauty & Hygiene,Health & Medicine,Classmate,168.23992344882632,319.67776076234395,Hand Wash & Sanitizers,3.501374776423557
150,779,Wisal Dhabab Perfume Deodorant For Men,Beauty & Hygiene,Mutton & Lamb,Gits,276.17152168861486,286.73783118469873,Body Care,
151,571,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Glamveda,10.0,36.716783101696876,"Fabric Pre, Post Wash",
152,659,Atlantic Salmon - Smoked  Presliced,Beauty & Hygiene,Skin Care,Top Ramen ,200.31779339730952,300.26297228020474,Electric Toothbrush,
153,718,Opalware Classique 2 Dinner Set - Mystrio Black,"Kitchen, Garden & Pets",Men's Grooming,Joy,173.80365898685562,366.09089842662627,"Pure, Pomace Olive Oil",3.9518012426278393
154,682,Instant Diet Popcorn - Contains Olive Oil,"Kitchen, Garden & Pets","Mops, Brushes & Scrubs",Sapphire,920.1284984059389,1089.4098003965933,Namkeen & Savoury Snacks,4.058165166887679
155,682,1001 Nights Concentrated Oriental Perfume Free From Alcohol For Unisex,Snacks & Branded Foods,Dairy,Fit & Flex,312.42161060304466,238.97576218617672,Dessert Mixes,4.882163405418029
156,495,Pink/Rosa Beauty Bathing Bar,Cleaning & Household,Frozen Veggies & Snacks,Gala,24.175818768425415,75.91622297166373,Ayurveda,3.606260969440793
157,558,Basil Seed Drink - Orange,Beauty & Hygiene,Masalas & Spices,Skin Cottage ,218.6903664371339,387.5248197222058,Cream Biscuits & Wafers,
158,482,Chicken Classic Salami,Gourmet & World Food,Health & Medicine,Nivea,313.78035788298064,315.1223707906321,Body Care,4.246052829243269
159,129,Green Tea Gentle Detox Set,Cleaning & Household,Fragrances & Deos,Happilo,10.0,10.0,"Marie, Health, Digestive",4.052268604461158
160,1,Premium Raw Organic Authentic Flaxseeds,Beauty & Hygiene,Masalas & Spices,Frestol,405.8544424589287,611.6483212582755,"Lemon, Ginger & Garlic",
161,493,Pet Selo Container Set - Silver,Beauty & Hygiene,Tea,Qraa Men,10.0,10.0,"Flavoured, Soya Milk",
162,623,Original Deodorant For Women,Beauty & Hygiene,Snacks & Namkeen,She made,10.0,59.78074665269736,Cream Biscuits & Wafers,4.329478200893533
163,419,Safe Sun Sun Block Cream PA+ - SPF 20,Cleaning & Household,Ready To Cook & Eat,Patanjali,172.7501617506952,253.4437439631841,Organic Vegetables,3.3230247006397233
164,776,"Deccan Gold - Premium Filter Coffee, 80:20 Blend",Cleaning & Household,Skin Care,All Time,212.8479667113799,269.5938329495066,Face Care,
165,883,Chilli Powder/Menasina Pudi,Snacks & Branded Foods,Crockery & Cutlery,Dettol,112.71522008902429,68.03481278657819,Chilli & Soya Sauce,
166,143,Olive Oil - Pomace,Snacks & Branded Foods,Snacks & Namkeen,Listerine,429.14782972462984,509.97619655067757,Face Masks & Safety Gears,
167,473,Infant Formula Baby Food Powder - Stage 1,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",INATUR ,852.3467534073937,822.7395608606155,"Curry Paste, Coconut Milk",2.708857383881209
168,560,Banana Stem - Diced,Cleaning & Household,Chocolates & Candies,Cello,1156.237044112781,1379.838427051795,Dinner Sets,3.7481867269641267
169,269,Jeera Powder,"Eggs, Meat & Fish",Crockery & Cutlery,Delfi,677.6901626188112,970.8630785637348,"Strainer, Ladle, Spatula",3.880745364231044
