,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
161,-119.47,37.94,27.0,3251.0,524.0,764.0,240.0,3.8651,54987.0,NEAR BAY
162,-121.31,38.69,51.0,2377.0,,1734.0,542.0,4.212,174698.0,NEAR OCEAN
163,-121.56,37.94,26.0,1906.0,,1198.0,361.0,1.4943,129184.0,INLAND
164,-122.3,34.02,26.0,2478.0,287.0,1265.0,358.0,5.9073,272683.0,<1H OCEAN
165,-117.14,32.8,38.0,1104.0,,961.0,294.0,2.6414,202974.0,NEAR OCEAN
166,-118.01,34.07,43.0,2400.0,565.0,1608.0,536.0,6.9055,402800.0,<1H OCEAN
167,-118.03,34.08,32.0,3193.0,,1667.0,526.0,5.2174,403627.0,<1H OCEAN
168,-122.35,37.66,18.0,2008.0,652.0,1235.0,542.0,3.7352,316016.0,NEAR OCEAN
169,-118.06,33.89,4.0,2670.0,378.0,1253.0,236.0,4.1371,137802.0,INLAND
170,-118.35,34.01,25.0,929.0,,1133.0,561.0,2.7443,358229.0,<1H OCEAN
171,-119.6,37.75,52.0,1422.0,191.0,738.0,328.0,1.9175,157329.0,INLAND
172,-122.06,37.79,23.0,2369.0,818.0,959.0,657.0,2.967,236541.0,NEAR BAY
173,-118.45,34.01,48.0,677.0,,849.0,315.0,1.6091,225887.0,<1H OCEAN
174,-118.48,33.86,50.0,361.0,,644.0,278.0,1.5672,401177.0,NEAR OCEAN
175,-117.12,32.58,26.0,1915.0,339.0,1025.0,437.0,3.8491,190664.0,NEAR OCEAN
176,-118.4,33.87,39.0,254.0,577.0,940.0,219.0,5.5212,290832.0,INLAND
177,-118.28,34.1,48.0,2103.0,353.0,1985.0,307.0,2.5372,146919.0,<1H OCEAN
178,-118.38,34.07,3.0,7538.0,1102.0,4319.0,873.0,3.175,162934.0,<1H OCEAN
179,-118.29,34.02,42.0,2002.0,479.0,1138.0,210.0,5.1024,219076.0,<1H OCEAN
180,-119.51,36.84,6.0,10841.0,2960.0,4472.0,1107.0,5.6411,207362.0,INLAND
181,-122.02,38.01,32.0,876.0,203.0,510.0,175.0,4.1958,291247.0,INLAND
182,-117.94,34.04,31.0,2296.0,370.0,688.0,322.0,2.714,279620.0,<1H OCEAN
183,-122.45,35.91,52.0,1543.0,,870.0,295.0,4.606,56100.0,NEAR OCEAN
184,-117.14,34.15,20.0,2815.0,1017.0,2875.0,687.0,3.7376,68745.0,INLAND
185,-118.19,34.01,5.0,5762.0,649.0,1913.0,582.0,4.1823,299074.0,<1H OCEAN
186,-122.13,37.66,42.0,2885.0,949.0,2359.0,661.0,3.8512,402239.0,NEAR BAY
187,-118.07,33.91,25.0,1802.0,,1070.0,291.0,1.7931,116711.0,<1H OCEAN
188,-119.74,40.19,21.0,1797.0,284.0,1025.0,200.0,1.9003,82119.0,INLAND
189,-118.32,34.18,48.0,2909.0,531.0,1407.0,399.0,2.8371,391633.0,<1H OCEAN
190,-118.3,34.05,46.0,98.0,257.0,516.0,49.0,1.3681,174801.0,NEAR OCEAN
191,-118.12,37.46,38.0,362.0,,640.0,365.0,1.9228,218491.0,NEAR OCEAN
192,-118.34,33.91,38.0,1514.0,,935.0,405.0,5.285,221114.0,<1H OCEAN
193,-118.49,40.52,42.0,2911.0,271.0,691.0,318.0,3.2446,275344.0,NEAR OCEAN
194,-118.65,34.23,35.0,1884.0,,3206.0,471.0,3.8891,343251.0,<1H OCEAN
195,-117.13,32.7,43.0,772.0,,1073.0,311.0,1.5759,178949.0,NEAR OCEAN
196,-122.22,38.22,52.0,1597.0,370.0,402.0,353.0,8.3904,209978.0,NEAR BAY
197,-118.02,33.81,29.0,1794.0,680.0,1296.0,627.0,5.0578,317436.0,INLAND
198,-121.57,37.0,27.0,1447.0,355.0,650.0,170.0,3.6261,68419.0,INLAND
199,-118.28,33.83,36.0,2502.0,910.0,1863.0,738.0,4.7827,277859.0,<1H OCEAN
200,-122.67,36.99,10.0,12973.0,542.0,4617.0,975.0,4.5793,68449.0,INLAND
201,-116.94,32.66,28.0,1526.0,400.0,1121.0,304.0,3.4999,110251.0,INLAND
202,-124.09,37.85,29.0,2627.0,,2349.0,913.0,4.2666,135796.0,INLAND
203,-118.07,33.56,23.0,3859.0,971.0,1365.0,548.0,7.0944,500001.0,NEAR OCEAN
204,-122.24,38.12,25.0,3711.0,,2819.0,391.0,3.612,162322.0,INLAND
205,-117.89,33.78,35.0,2554.0,1667.0,4562.0,1151.0,2.7193,178871.0,INLAND
206,-117.21,37.37,5.0,2871.0,320.0,796.0,509.0,4.1543,163892.0,<1H OCEAN
207,-122.13,37.8,52.0,1439.0,393.0,713.0,281.0,3.1952,415683.0,NEAR BAY
208,-122.01,37.28,22.0,1792.0,266.0,583.0,183.0,4.6113,405203.0,<1H OCEAN
209,-122.2,37.09,24.0,2695.0,383.0,1107.0,225.0,5.0259,322844.0,<1H OCEAN
210,-119.31,36.54,19.0,4658.0,458.0,3741.0,771.0,8.9759,211293.0,<1H OCEAN
211,-118.4,33.87,15.0,9937.0,,3358.0,783.0,5.8474,383397.0,<1H OCEAN
212,-122.5,38.19,44.0,1553.0,784.0,551.0,331.0,1.7745,83593.0,INLAND
213,-118.34,34.15,52.0,2449.0,519.0,1347.0,533.0,3.7917,244471.0,<1H OCEAN
214,-118.11,33.86,47.0,1544.0,,1406.0,323.0,2.2869,500001.0,<1H OCEAN
215,-118.16,33.77,6.0,2837.0,430.0,2019.0,298.0,5.7246,198626.0,<1H OCEAN
216,-122.25,37.87,43.0,1216.0,297.0,462.0,156.0,4.0197,139502.0,NEAR BAY
217,-118.41,34.01,24.0,4555.0,599.0,2380.0,817.0,8.3743,350217.0,<1H OCEAN
218,-117.31,32.59,33.0,2476.0,607.0,806.0,687.0,4.0831,257900.0,NEAR OCEAN
219,-117.11,32.54,19.0,2155.0,727.0,1626.0,509.0,4.3029,237330.0,<1H OCEAN
220,-118.11,33.99,48.0,2.0,117.0,536.0,106.0,2.759,216253.0,NEAR OCEAN
221,-118.27,33.85,40.0,249.0,303.0,796.0,146.0,4.3458,223084.0,<1H OCEAN
222,-118.27,33.77,34.0,2469.0,,1336.0,353.0,6.394,500001.0,<1H OCEAN
223,-117.31,32.67,37.0,1666.0,383.0,898.0,233.0,4.1085,150016.0,NEAR OCEAN
224,-118.16,33.79,39.0,2739.0,549.0,2062.0,593.0,1.7463,191291.0,<1H OCEAN
225,-122.26,37.69,38.0,70.0,,579.0,168.0,3.2807,391544.0,NEAR OCEAN
226,-120.22,38.03,20.0,2260.0,462.0,1048.0,335.0,1.7793,97600.0,INLAND
227,-117.18,33.46,6.0,1792.0,261.0,1058.0,343.0,4.1859,209215.0,<1H OCEAN
228,-121.7,38.57,33.0,692.0,,640.0,166.0,3.3097,123291.0,INLAND
229,-123.32,36.78,18.0,2115.0,852.0,706.0,445.0,3.6298,215723.0,INLAND
230,-117.34,32.54,34.0,1332.0,,913.0,354.0,4.0717,158839.0,NEAR OCEAN
231,-118.29,33.75,47.0,1797.0,,879.0,405.0,4.1804,184945.0,<1H OCEAN
232,-122.57,38.43,30.0,1489.0,442.0,1355.0,366.0,2.6008,53301.0,INLAND
233,-121.21,34.08,45.0,92.0,246.0,273.0,217.0,1.4883,72840.0,INLAND
234,-117.29,34.07,32.0,2117.0,324.0,2171.0,885.0,2.066,134729.0,INLAND
235,-118.16,36.91,24.0,2544.0,933.0,2226.0,851.0,3.7059,92383.0,INLAND
236,-119.65,33.66,14.0,4715.0,,1718.0,811.0,5.2493,268673.0,NEAR OCEAN
237,-121.92,37.4,23.0,3331.0,632.0,960.0,563.0,11.4794,421940.0,NEAR OCEAN
238,-118.24,33.88,38.0,1678.0,376.0,863.0,223.0,7.0925,130571.0,<1H OCEAN
239,-121.49,38.23,52.0,2.0,95.0,521.0,2.0,0.5525,73619.0,INLAND
240,-118.29,33.85,10.0,1722.0,274.0,967.0,206.0,2.5138,213924.0,<1H OCEAN
241,-122.26,37.99,28.0,4150.0,783.0,1446.0,512.0,4.4053,263968.0,NEAR BAY
242,-122.28,33.93,46.0,1624.0,450.0,1086.0,584.0,2.6428,63804.0,<1H OCEAN
243,-118.54,34.15,34.0,2904.0,,2064.0,567.0,4.7613,257679.0,<1H OCEAN
244,-119.81,34.25,8.0,3236.0,1229.0,4763.0,1303.0,7.251,384527.0,INLAND
245,-122.49,37.62,47.0,258.0,,120.0,78.0,0.7729,61233.0,NEAR OCEAN
246,-121.18,37.24,29.0,228.0,,529.0,284.0,3.9394,199585.0,NEAR BAY
247,-118.33,34.07,40.0,2011.0,333.0,840.0,446.0,4.0438,193314.0,NEAR OCEAN
248,-122.56,38.03,25.0,3203.0,688.0,1288.0,533.0,5.4135,84922.0,INLAND
249,-117.99,33.75,33.0,3075.0,642.0,1215.0,455.0,3.8781,190797.0,<1H OCEAN
250,-119.59,34.05,14.0,2703.0,590.0,1253.0,1256.0,4.5752,93601.0,INLAND
251,-118.17,36.53,29.0,1269.0,180.0,957.0,386.0,2.052,361183.0,NEAR OCEAN
252,-119.32,41.04,24.0,3047.0,637.0,1341.0,496.0,1.6001,85963.0,INLAND
253,-118.05,33.99,18.0,2588.0,601.0,1313.0,514.0,6.7305,283314.0,<1H OCEAN
254,-118.16,33.76,28.0,3293.0,609.0,2165.0,468.0,4.2489,360706.0,NEAR OCEAN
255,-118.17,34.04,42.0,1395.0,298.0,702.0,244.0,1.9519,438449.0,NEAR OCEAN
256,-122.02,37.86,15.0,2649.0,738.0,2037.0,624.0,4.3633,235088.0,NEAR BAY
257,-118.36,33.87,26.0,2495.0,463.0,836.0,160.0,4.4207,237745.0,<1H OCEAN
258,-121.51,38.47,34.0,1601.0,,923.0,330.0,2.9022,183635.0,NEAR OCEAN
259,-121.73,37.39,8.0,2583.0,1663.0,931.0,764.0,6.3214,268181.0,INLAND
260,-121.7,37.5,27.0,2.0,75.0,82.0,86.0,0.9517,58448.0,INLAND
261,-119.07,35.76,16.0,3007.0,739.0,1318.0,531.0,3.9724,63323.0,INLAND
262,-120.01,37.08,24.0,3099.0,491.0,1920.0,702.0,2.7006,66080.0,INLAND
263,-118.03,33.96,24.0,3820.0,533.0,2011.0,599.0,5.9992,233622.0,<1H OCEAN
264,-118.29,33.92,31.0,2107.0,555.0,994.0,350.0,4.2621,155798.0,<1H OCEAN
265,-117.92,33.71,51.0,2428.0,695.0,1985.0,578.0,6.8069,315003.0,NEAR OCEAN
266,-117.29,32.72,32.0,1548.0,469.0,999.0,289.0,2.5246,180413.0,<1H OCEAN
267,-121.03,38.4,19.0,3447.0,830.0,1026.0,741.0,4.501,197411.0,NEAR OCEAN
268,-122.2,37.06,30.0,2.0,195.0,261.0,65.0,2.0224,407993.0,<1H OCEAN
269,-122.3,37.58,26.0,281.0,,602.0,280.0,6.1066,414144.0,<1H OCEAN
270,-122.49,37.73,24.0,7369.0,667.0,3556.0,1402.0,1.0564,67424.0,INLAND
271,-122.05,38.54,37.0,1266.0,237.0,872.0,337.0,4.4445,127719.0,NEAR BAY
272,-117.14,32.73,34.0,849.0,318.0,607.0,220.0,3.8802,204832.0,NEAR OCEAN
273,-122.15,38.12,21.0,821.0,272.0,397.0,275.0,2.3661,366802.0,NEAR BAY
274,-118.13,34.01,40.0,1132.0,495.0,869.0,358.0,1.7114,90479.0,INLAND
275,-117.99,33.87,36.0,1886.0,479.0,725.0,281.0,2.0096,168746.0,<1H OCEAN
276,-117.12,32.9,42.0,3135.0,348.0,2159.0,409.0,2.219,120399.0,NEAR OCEAN
277,-120.33,37.89,11.0,8909.0,1512.0,7058.0,1219.0,4.7077,203597.0,INLAND
278,-122.59,38.12,8.0,2069.0,,869.0,323.0,3.9713,175960.0,NEAR OCEAN
279,-117.35,33.83,44.0,686.0,384.0,636.0,44.0,1.5899,61057.0,INLAND
