,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
47,-119.01,35.88,10.0,934.0,141.0,919.0,171.0,6.0893,246488.0,<1H OCEAN
48,-120.74,36.86,41.0,2253.0,528.0,1370.0,528.0,4.5072,317829.0,INLAND
49,-120.21,35.81,36.0,2695.0,586.0,1733.0,558.0,3.7211,149992.0,INLAND
50,-116.9,32.96,29.0,2924.0,792.0,2228.0,724.0,1.3118,129277.0,NEAR OCEAN
51,-119.09,34.69,32.0,2325.0,596.0,1662.0,576.0,2.3964,185379.0,NEAR OCEAN
52,-117.19,33.05,50.0,371.0,45.0,63.0,47.0,2.981,345950.0,INLAND
53,-117.43,32.76,17.0,2517.0,426.0,784.0,463.0,5.4089,365746.0,<1H OCEAN
54,-115.97,33.47,30.0,3816.0,498.0,1435.0,415.0,5.4123,63393.0,<1H OCEAN
55,-120.47,36.66,19.0,5749.0,885.0,1832.0,795.0,7.963,479102.0,NEAR OCEAN
56,-120.31,35.35,6.0,2663.0,508.0,2185.0,513.0,5.2469,229060.0,<1H OCEAN
57,-120.55,36.7,47.0,1920.0,695.0,742.0,459.0,0.5513,71100.0,INLAND
58,-118.58,33.55,38.0,2174.0,498.0,1643.0,639.0,5.1201,187895.0,<1H OCEAN
59,-118.63,33.5,31.0,777.0,179.0,288.0,210.0,3.3544,211449.0,<1H OCEAN
60,-118.78,36.29,47.0,2000.0,263.0,790.0,390.0,5.1626,289278.0,NEAR OCEAN
61,-119.23,34.56,38.0,1239.0,314.0,213.0,181.0,2.5342,184390.0,NEAR BAY
62,-118.02,33.77,29.0,2312.0,426.0,1243.0,367.0,4.9784,150775.0,<1H OCEAN
63,-121.09,33.78,33.0,4537.0,909.0,2401.0,979.0,3.3279,422613.0,<1H OCEAN
64,-121.15,35.88,24.0,6075.0,696.0,2967.0,737.0,8.0262,368773.0,<1H OCEAN
65,-120.61,37.59,43.0,436.0,137.0,704.0,158.0,0.811,62752.0,NEAR OCEAN
66,-119.88,36.05,31.0,1596.0,393.0,1158.0,370.0,1.642,36435.0,NEAR BAY
67,-121.74,36.79,35.0,3767.0,420.0,1574.0,398.0,6.2438,153624.0,INLAND
68,-119.01,35.0,47.0,883.0,106.0,592.0,105.0,7.271,324765.0,<1H OCEAN
69,-118.27,33.34,40.0,1179.0,232.0,589.0,251.0,3.0018,174642.0,NEAR OCEAN
70,-118.11,34.17,38.0,3439.0,658.0,2103.0,531.0,4.9411,438846.0,<1H OCEAN
71,-117.64,33.65,21.0,1301.0,211.0,355.0,173.0,5.1215,363041.0,INLAND
72,-123.74,40.38,28.0,871.0,218.0,350.0,173.0,2.9802,147381.0,NEAR OCEAN
73,-122.71,39.34,42.0,2012.0,349.0,874.0,326.0,3.609,158549.0,INLAND
74,-118.22,33.79,11.0,2852.0,562.0,2182.0,533.0,3.6796,52135.0,<1H OCEAN
75,-117.76,34.76,23.0,3647.0,655.0,1066.0,461.0,4.755,214346.0,<1H OCEAN
76,-122.51,39.34,34.0,1988.0,282.0,419.0,298.0,2.5623,199697.0,NEAR OCEAN
77,-121.01,37.52,33.0,2179.0,440.0,1209.0,320.0,1.1409,136136.0,NEAR BAY
78,-118.72,33.95,20.0,7409.0,1474.0,3792.0,1350.0,2.871,115480.0,<1H OCEAN
79,-117.61,33.28,33.0,5107.0,1222.0,3130.0,1103.0,2.4723,198683.0,INLAND
80,-117.47,33.84,39.0,1854.0,419.0,675.0,348.0,3.0637,342902.0,<1H OCEAN
81,-121.95,39.07,8.0,4982.0,706.0,1864.0,701.0,5.7272,157682.0,INLAND
82,-120.67,36.42,41.0,7030.0,866.0,2444.0,828.0,8.1635,345379.0,NEAR BAY
83,-119.33,36.93,21.0,3644.0,586.0,1856.0,606.0,1.66,22330.0,INLAND
84,-120.97,37.4,33.0,495.0,159.0,335.0,142.0,1.8094,221121.0,NEAR BAY
85,-119.99,34.3,27.0,4065.0,971.0,2200.0,883.0,5.3356,341273.0,INLAND
86,-119.82,35.45,36.0,3823.0,375.0,1001.0,494.0,6.8415,454345.0,<1H OCEAN
87,-122.05,37.8,46.0,1339.0,164.0,169.0,102.0,5.1432,297940.0,ISLAND
88,-120.59,34.43,34.0,3468.0,609.0,1931.0,622.0,4.3972,341143.0,NEAR OCEAN
89,-120.2,36.08,28.0,5778.0,1093.0,3070.0,1036.0,4.6834,249197.0,<1H OCEAN
90,-116.61,33.18,14.0,2105.0,845.0,3359.0,806.0,1.3523,120651.0,<1H OCEAN
91,-119.95,36.88,12.0,783.0,349.0,1151.0,353.0,3.4346,254965.0,<1H OCEAN
92,-119.04,36.26,37.0,4731.0,734.0,2329.0,738.0,4.5514,239533.0,NEAR OCEAN
93,-118.9,34.58,40.0,235.0,54.0,67.0,53.0,3.7293,176944.0,<1H OCEAN
94,-119.37,34.04,25.0,1940.0,288.0,1148.0,227.0,7.8756,349287.0,NEAR OCEAN
95,-118.43,34.48,24.0,961.0,316.0,729.0,230.0,1.8045,136794.0,<1H OCEAN
96,-119.31,35.21,34.0,2777.0,317.0,1052.0,391.0,6.3782,306667.0,INLAND
97,-119.55,34.36,34.0,2177.0,501.0,1211.0,515.0,2.8706,215997.0,<1H OCEAN
98,-117.54,34.56,37.0,3961.0,725.0,1705.0,616.0,4.6095,204743.0,INLAND
99,-121.67,36.08,24.0,4982.0,801.0,2029.0,943.0,5.2213,363282.0,NEAR BAY
100,-121.88,36.7,12.0,1894.0,332.0,2687.0,459.0,1.1642,83700.0,<1H OCEAN
101,-118.32,36.13,49.0,1992.0,528.0,834.0,438.0,3.3495,363857.0,INLAND
102,-120.94,36.32,34.0,1474.0,503.0,1698.0,460.0,1.9139,58393.0,INLAND
103,-117.2,32.72,25.0,2388.0,954.0,1907.0,955.0,0.7209,152324.0,INLAND
104,-119.28,34.2,49.0,190.0,123.0,500.0,126.0,2.128,249349.0,NEAR OCEAN
105,-119.04,33.64,44.0,784.0,234.0,179.0,153.0,4.1306,456473.0,NEAR BAY
106,-118.84,34.84,29.0,8600.0,1566.0,4865.0,1545.0,5.7556,376233.0,<1H OCEAN
107,-121.13,38.59,36.0,641.0,171.0,450.0,140.0,0.9988,21403.0,<1H OCEAN
108,-120.77,37.1,15.0,2437.0,372.0,847.0,340.0,4.663,92472.0,INLAND
109,-121.82,36.41,33.0,5227.0,881.0,1440.0,832.0,3.6297,154214.0,<1H OCEAN
110,-120.12,36.66,19.0,112.0,123.0,119.0,77.0,0.6021,60247.0,INLAND
111,-123.43,41.57,48.0,2358.0,419.0,247.0,304.0,5.8225,321605.0,NEAR OCEAN
112,-116.13,32.65,8.0,1688.0,464.0,941.0,415.0,4.9053,169663.0,<1H OCEAN
113,-122.23,39.2,40.0,4111.0,616.0,2189.0,561.0,4.7456,189761.0,<1H OCEAN
114,-123.15,39.98,42.0,1061.0,246.0,547.0,210.0,1.0084,61462.0,NEAR OCEAN
115,-123.08,38.57,33.0,3457.0,843.0,1729.0,760.0,1.4452,108993.0,NEAR BAY
116,-117.04,32.79,25.0,35.0,33.0,340.0,84.0,1.5385,134473.0,INLAND
117,-120.72,36.54,7.0,4906.0,804.0,3608.0,1005.0,2.8413,180825.0,ISLAND
118,-116.56,33.41,15.0,1985.0,350.0,2149.0,375.0,2.4855,27378.0,<1H OCEAN
119,-118.77,34.13,5.0,5828.0,1038.0,2069.0,911.0,3.8027,60473.0,NEAR OCEAN
120,-119.01,36.04,37.0,1578.0,188.0,101.0,87.0,5.5314,369968.0,<1H OCEAN
121,-119.6,35.49,31.0,600.0,126.0,225.0,74.0,3.9031,357528.0,NEAR OCEAN
122,-124.28,40.17,51.0,4180.0,523.0,748.0,576.0,6.6535,458965.0,NEAR BAY
123,-119.76,37.79,40.0,1746.0,274.0,425.0,150.0,3.3569,239906.0,ISLAND
124,-119.96,36.33,44.0,1316.0,415.0,482.0,325.0,2.8088,184710.0,INLAND
125,-116.91,33.48,30.0,284.0,177.0,463.0,119.0,0.6562,68185.0,<1H OCEAN
126,-118.51,33.71,48.0,1619.0,313.0,1273.0,339.0,3.9329,222931.0,NEAR OCEAN
127,-118.6,34.19,44.0,1231.0,105.0,180.0,101.0,5.238,302823.0,INLAND
128,-118.71,35.84,35.0,1406.0,148.0,1069.0,219.0,2.9146,103250.0,<1H OCEAN
129,-122.12,37.78,44.0,4334.0,1093.0,1629.0,940.0,4.8313,360019.0,NEAR OCEAN
130,-121.77,38.26,17.0,613.0,154.0,483.0,123.0,3.1689,144767.0,<1H OCEAN
131,-120.45,34.22,49.0,3494.0,537.0,658.0,672.0,7.039,496907.0,INLAND
132,-120.21,34.84,44.0,4296.0,722.0,2589.0,748.0,5.6412,373919.0,<1H OCEAN
133,-116.72,32.97,31.0,5865.0,1082.0,3317.0,1052.0,3.8395,188160.0,<1H OCEAN
134,-117.28,33.01,10.0,3125.0,590.0,1279.0,483.0,3.9236,173313.0,<1H OCEAN
135,-118.23,33.93,17.0,1188.0,369.0,828.0,336.0,1.5019,100196.0,<1H OCEAN
136,-121.18,36.98,11.0,2640.0,502.0,2035.0,567.0,4.2288,298301.0,INLAND
137,-123.43,40.52,39.0,5486.0,1204.0,3222.0,1110.0,2.9799,156835.0,INLAND
138,-117.36,33.34,23.0,2617.0,405.0,975.0,363.0,5.7159,191433.0,<1H OCEAN
139,-119.08,36.29,22.0,1096.0,163.0,477.0,156.0,2.8577,65772.0,<1H OCEAN
140,-123.84,40.17,27.0,5463.0,864.0,2762.0,690.0,5.2334,393304.0,INLAND
141,-121.25,36.55,33.0,3951.0,728.0,2178.0,686.0,4.8704,356398.0,<1H OCEAN
142,-117.7,32.88,43.0,4686.0,1077.0,3840.0,1143.0,3.6223,290594.0,<1H OCEAN
143,-121.1,38.12,32.0,1932.0,222.0,747.0,225.0,6.5947,199480.0,<1H OCEAN
144,-122.86,38.66,22.0,6773.0,1216.0,3451.0,1113.0,6.175,182942.0,INLAND
145,-119.73,36.8,19.0,194.0,58.0,170.0,51.0,0.9659,63812.0,NEAR OCEAN
146,-119.84,37.5,21.0,1280.0,389.0,1538.0,424.0,2.4272,83807.0,ISLAND
147,-117.05,33.1,4.0,8420.0,1904.0,3972.0,1626.0,5.9598,313941.0,<1H OCEAN
148,-118.59,34.4,32.0,737.0,298.0,581.0,238.0,2.2039,246752.0,<1H OCEAN
149,-120.86,35.08,26.0,4203.0,996.0,2909.0,926.0,4.1748,200126.0,INLAND
150,-120.07,35.09,40.0,1528.0,308.0,1538.0,310.0,1.7517,54229.0,<1H OCEAN
151,-120.5,36.0,25.0,2986.0,551.0,926.0,457.0,3.9288,162061.0,NEAR BAY
152,-117.63,32.68,34.0,4943.0,903.0,2745.0,980.0,5.3073,484754.0,<1H OCEAN
153,-119.98,36.39,23.0,828.0,167.0,506.0,182.0,3.8235,265540.0,NEAR OCEAN
154,-124.15,40.89,33.0,1713.0,707.0,776.0,628.0,2.1342,294333.0,ISLAND
155,-122.65,40.27,17.0,1095.0,147.0,1072.0,179.0,2.3021,116577.0,INLAND
156,-118.39,33.69,35.0,1698.0,272.0,1089.0,288.0,3.3387,203108.0,<1H OCEAN
157,-116.48,32.88,45.0,3397.0,654.0,2722.0,711.0,4.6322,374784.0,INLAND
158,-120.34,35.51,52.0,1848.0,272.0,757.0,321.0,2.5181,238323.0,INLAND
159,-123.71,40.48,46.0,726.0,145.0,582.0,162.0,5.3266,225434.0,NEAR BAY
160,-121.03,35.94,49.0,154.0,22.0,194.0,17.0,5.552,153684.0,NEAR OCEAN
161,-117.61,33.01,23.0,1263.0,222.0,922.0,230.0,8.4339,322350.0,NEAR BAY
162,-117.28,33.8,21.0,2156.0,363.0,1422.0,255.0,6.2619,197240.0,<1H OCEAN
163,-122.28,38.75,4.0,4337.0,763.0,1861.0,552.0,4.276,153449.0,NEAR OCEAN
164,-119.97,34.65,23.0,6755.0,1464.0,3637.0,1268.0,2.3089,312784.0,<1H OCEAN
165,-119.98,35.56,13.0,4326.0,555.0,1601.0,593.0,3.5815,191240.0,<1H OCEAN
166,-120.41,35.36,25.0,592.0,98.0,346.0,123.0,4.4864,188373.0,INLAND
167,-121.58,37.76,35.0,3394.0,841.0,1048.0,768.0,2.0412,213557.0,NEAR OCEAN
168,-118.8,34.51,14.0,2994.0,321.0,999.0,315.0,5.4797,132895.0,<1H OCEAN
169,-116.71,33.04,16.0,454.0,113.0,708.0,124.0,5.0747,263953.0,INLAND
170,-122.81,39.64,17.0,3157.0,733.0,1995.0,594.0,1.9902,55308.0,INLAND
171,-117.56,33.69,13.0,637.0,212.0,983.0,208.0,3.4766,247326.0,<1H OCEAN
172,-119.94,36.41,14.0,6979.0,1572.0,4668.0,1557.0,4.1594,153749.0,NEAR BAY
173,-117.72,34.41,10.0,7169.0,1499.0,3748.0,1153.0,1.601,77971.0,INLAND
174,-119.11,36.85,18.0,1431.0,428.0,1307.0,347.0,2.5404,181193.0,<1H OCEAN
175,-121.86,34.64,50.0,4084.0,950.0,2319.0,885.0,4.5973,314531.0,NEAR BAY
176,-117.52,34.28,36.0,6556.0,1246.0,2190.0,976.0,6.917,389410.0,INLAND
177,-119.67,36.82,46.0,1050.0,279.0,981.0,236.0,1.6539,168948.0,INLAND
178,-117.99,33.45,21.0,4037.0,830.0,1469.0,580.0,2.9932,150558.0,INLAND
179,-118.29,33.54,36.0,3260.0,717.0,2664.0,663.0,2.2235,52351.0,<1H OCEAN
180,-120.35,36.21,28.0,2954.0,472.0,1848.0,526.0,2.8297,54071.0,<1H OCEAN
181,-121.84,39.16,41.0,2450.0,373.0,1326.0,376.0,2.5658,187102.0,NEAR OCEAN
182,-119.35,37.3,30.0,1799.0,283.0,1005.0,254.0,3.449,351397.0,<1H OCEAN
183,-120.58,35.8,35.0,99.0,24.0,123.0,17.0,3.7662,133147.0,<1H OCEAN
184,-116.77,33.78,21.0,7787.0,1298.0,2529.0,1080.0,3.9215,165131.0,NEAR OCEAN
185,-119.03,34.81,38.0,2250.0,415.0,1724.0,509.0,1.6255,315451.0,NEAR OCEAN
186,-121.32,37.28,33.0,1357.0,369.0,600.0,248.0,3.3514,194042.0,<1H OCEAN
187,-121.86,38.45,22.0,1572.0,599.0,1369.0,548.0,1.2783,166092.0,INLAND
188,-120.89,37.56,25.0,3945.0,923.0,2441.0,772.0,1.5021,26974.0,INLAND
189,-119.71,35.11,41.0,1688.0,518.0,609.0,382.0,3.7357,283874.0,INLAND
190,-119.98,35.22,36.0,2392.0,482.0,624.0,249.0,8.2008,410063.0,<1H OCEAN
191,-120.12,36.15,37.0,3466.0,695.0,2201.0,646.0,3.0874,82807.0,<1H OCEAN
192,-121.84,37.26,12.0,1508.0,246.0,542.0,257.0,5.4354,402988.0,<1H OCEAN
193,-118.58,34.18,44.0,123.0,13.0,81.0,12.0,2.0271,197814.0,NEAR OCEAN
194,-120.3,35.73,32.0,5962.0,1192.0,3639.0,1200.0,2.6505,43700.0,<1H OCEAN
195,-118.41,33.22,22.0,7588.0,1499.0,4482.0,1383.0,5.8136,360091.0,INLAND
196,-116.78,33.09,42.0,330.0,49.0,345.0,51.0,3.5507,268157.0,<1H OCEAN
197,-117.6,33.51,28.0,1953.0,208.0,1162.0,235.0,4.343,291455.0,<1H OCEAN
198,-121.48,35.14,46.0,6523.0,1460.0,3252.0,1334.0,4.1736,445757.0,INLAND
199,-120.31,36.88,41.0,146.0,31.0,469.0,51.0,0.695,25493.0,NEAR OCEAN
200,-119.72,35.92,18.0,5655.0,1024.0,1365.0,832.0,5.6827,297152.0,<1H OCEAN
201,-117.19,33.18,30.0,291.0,33.0,162.0,38.0,5.2229,192209.0,<1H OCEAN
202,-119.65,35.51,17.0,2244.0,415.0,445.0,242.0,3.2824,310627.0,NEAR OCEAN
203,-120.45,35.36,37.0,255.0,81.0,252.0,73.0,2.9768,187339.0,NEAR OCEAN
204,-117.36,33.97,4.0,10506.0,2050.0,5191.0,1927.0,2.2376,52478.0,INLAND
205,-118.27,33.42,29.0,1269.0,242.0,570.0,198.0,5.9084,294742.0,<1H OCEAN
206,-118.97,35.0,10.0,776.0,61.0,39.0,37.0,7.6915,390778.0,<1H OCEAN
207,-117.7,33.6,34.0,2362.0,419.0,1896.0,455.0,1.8875,52141.0,INLAND
208,-122.45,38.16,31.0,8991.0,1879.0,4294.0,1715.0,5.2054,313590.0,INLAND
209,-120.24,35.4,9.0,6109.0,1472.0,3872.0,1345.0,3.9111,300283.0,INLAND
210,-121.89,37.86,32.0,3342.0,601.0,754.0,459.0,2.881,200714.0,INLAND
211,-116.96,33.23,32.0,5586.0,1049.0,3953.0,949.0,1.902,306652.0,INLAND
212,-122.79,37.5,41.0,5197.0,780.0,2989.0,773.0,6.177,354686.0,INLAND
213,-120.32,36.94,39.0,3454.0,300.0,598.0,229.0,8.6834,449110.0,<1H OCEAN
214,-124.13,41.15,33.0,3886.0,731.0,1292.0,695.0,4.7816,250675.0,NEAR BAY
215,-119.98,35.38,52.0,274.0,59.0,386.0,79.0,3.1971,71093.0,INLAND
216,-121.0,36.57,15.0,5696.0,1127.0,3752.0,982.0,5.2463,294401.0,INLAND
217,-118.72,34.56,32.0,6384.0,1078.0,1503.0,854.0,5.5779,441155.0,NEAR BAY
218,-119.91,36.71,43.0,2587.0,326.0,1456.0,257.0,4.6925,198419.0,<1H OCEAN
219,-118.44,33.44,7.0,6370.0,958.0,2678.0,944.0,9.1685,237118.0,INLAND
220,-119.3,34.82,40.0,1301.0,189.0,374.0,122.0,4.2576,268036.0,INLAND
221,-116.41,33.36,33.0,3406.0,983.0,3022.0,863.0,2.0325,182290.0,<1H OCEAN
222,-119.93,35.87,41.0,658.0,243.0,566.0,262.0,2.0582,200522.0,NEAR OCEAN
223,-120.96,36.17,10.0,1671.0,424.0,1088.0,430.0,1.529,131539.0,NEAR OCEAN
224,-119.33,35.18,22.0,1456.0,145.0,844.0,162.0,5.3818,131057.0,<1H OCEAN
225,-121.94,35.89,26.0,2802.0,401.0,571.0,423.0,4.9486,231363.0,NEAR BAY
226,-118.53,33.85,49.0,9.0,6.0,63.0,4.0,2.7783,246355.0,INLAND
227,-121.0,36.67,32.0,497.0,129.0,514.0,112.0,1.3059,146580.0,INLAND
228,-121.64,38.33,7.0,8033.0,1747.0,5256.0,1611.0,2.7279,186457.0,INLAND
229,-118.73,33.78,37.0,2759.0,709.0,1998.0,613.0,3.9635,211559.0,<1H OCEAN
230,-118.57,33.05,25.0,4013.0,669.0,3160.0,813.0,5.4573,330006.0,INLAND
231,-120.05,36.5,16.0,3900.0,888.0,1856.0,611.0,4.2139,215520.0,NEAR BAY
232,-120.33,36.36,22.0,5436.0,1007.0,3621.0,873.0,4.9794,144962.0,NEAR OCEAN
233,-122.04,36.08,41.0,978.0,237.0,511.0,207.0,6.6945,475146.0,<1H OCEAN
234,-117.02,34.04,16.0,2602.0,621.0,1288.0,446.0,2.3087,177727.0,INLAND
235,-124.2,41.1,41.0,2366.0,501.0,908.0,368.0,4.9848,388086.0,NEAR BAY
236,-121.1,38.71,12.0,674.0,311.0,191.0,116.0,1.4709,82042.0,INLAND
237,-117.36,33.09,11.0,1003.0,53.0,363.0,71.0,6.3536,383982.0,<1H OCEAN
238,-118.81,34.75,40.0,2111.0,484.0,1909.0,565.0,2.2721,270904.0,INLAND
239,-119.1,33.61,26.0,876.0,150.0,1096.0,175.0,5.6771,226059.0,<1H OCEAN
240,-120.04,37.07,27.0,1775.0,265.0,1314.0,246.0,5.9123,364837.0,<1H OCEAN
241,-117.12,33.32,8.0,2343.0,570.0,1521.0,435.0,4.6477,154777.0,<1H OCEAN
242,-120.28,37.79,2.0,4227.0,999.0,1739.0,998.0,3.5356,49961.0,<1H OCEAN
243,-117.43,34.05,16.0,2257.0,448.0,1446.0,446.0,4.7433,376812.0,<1H OCEAN
244,-117.43,34.61,19.0,3653.0,1027.0,2466.0,760.0,1.9579,153095.0,INLAND
245,-120.43,36.06,27.0,924.0,198.0,379.0,209.0,5.7139,215398.0,INLAND
246,-116.4,34.3,6.0,5892.0,1305.0,2554.0,1117.0,2.3339,21925.0,<1H OCEAN
247,-117.91,33.23,41.0,3006.0,666.0,1471.0,485.0,2.698,457576.0,NEAR OCEAN
248,-120.32,37.53,20.0,4623.0,1035.0,3769.0,970.0,1.7268,40339.0,INLAND
249,-116.32,33.46,1.0,9325.0,1634.0,4455.0,1475.0,4.5256,90962.0,<1H OCEAN
250,-121.12,37.21,35.0,1039.0,186.0,689.0,275.0,4.2493,223969.0,<1H OCEAN
251,-122.29,38.11,46.0,410.0,66.0,45.0,33.0,3.0469,249728.0,NEAR OCEAN
252,-118.35,34.63,10.0,5331.0,1002.0,2448.0,841.0,3.1158,154513.0,INLAND
253,-117.12,33.58,28.0,5212.0,918.0,2385.0,895.0,3.3177,169162.0,INLAND
254,-120.26,34.51,28.0,448.0,126.0,638.0,146.0,2.3781,145381.0,<1H OCEAN
255,-117.39,33.58,9.0,5152.0,1437.0,3135.0,1312.0,0.5551,128337.0,<1H OCEAN
256,-121.44,36.49,17.0,2479.0,704.0,1496.0,630.0,3.1004,217130.0,INLAND
257,-118.54,33.57,45.0,2388.0,385.0,1644.0,418.0,2.9663,134866.0,INLAND
258,-123.01,39.04,43.0,5807.0,1043.0,2460.0,1028.0,7.1634,441326.0,ISLAND
259,-119.79,34.91,45.0,410.0,34.0,374.0,63.0,6.5683,274737.0,<1H OCEAN
260,-119.33,35.96,14.0,4494.0,876.0,1621.0,719.0,3.0464,105018.0,<1H OCEAN
261,-123.45,39.27,30.0,1787.0,274.0,293.0,168.0,5.3691,370125.0,NEAR BAY
262,-120.33,35.54,19.0,769.0,177.0,468.0,238.0,3.1686,139738.0,NEAR OCEAN
263,-118.04,33.86,5.0,2636.0,361.0,1619.0,397.0,3.7262,101719.0,<1H OCEAN
264,-119.37,35.21,39.0,3551.0,746.0,2433.0,772.0,3.4942,71477.0,INLAND
265,-119.94,37.35,18.0,2085.0,270.0,1267.0,276.0,3.8439,209973.0,<1H OCEAN
266,-118.4,33.68,18.0,1434.0,215.0,407.0,209.0,5.2467,170859.0,<1H OCEAN
267,-118.18,33.88,29.0,3013.0,743.0,2141.0,701.0,2.5247,198437.0,<1H OCEAN
268,-121.57,36.38,35.0,3469.0,607.0,1272.0,533.0,5.6268,461387.0,<1H OCEAN
269,-117.72,34.01,24.0,3530.0,879.0,2465.0,857.0,3.065,155685.0,<1H OCEAN
270,-121.67,37.17,24.0,6477.0,1650.0,4022.0,1558.0,0.8387,33594.0,INLAND
271,-120.0,34.41,27.0,3515.0,854.0,1131.0,863.0,4.8846,368750.0,<1H OCEAN
272,-116.99,33.22,36.0,2070.0,567.0,1196.0,588.0,5.4472,333702.0,<1H OCEAN
273,-121.57,37.98,51.0,1570.0,340.0,1052.0,334.0,4.3292,237465.0,<1H OCEAN
274,-117.62,34.43,8.0,1652.0,567.0,1220.0,247.0,2.4132,154565.0,<1H OCEAN
275,-120.31,36.71,11.0,5103.0,658.0,1677.0,496.0,5.037,293709.0,INLAND
