,index,product,category,sub_category,brand,sale_price,market_price,type,rating
54,715,Multigrain Chips - Dahi Papdi Chaat,Beauty & Hygiene,Health & Medicine,Hawkins,51.26,85.23,"Healthy, Baked Snacks",
55,876,Cheese Crunchy Layered Crackers,Gourmet & World Food,Snacks & Namkeen,Huggies,189.82,281.7,Organic Vegetables,2.5
56,166,Organic Carom Seeds/Ajwain/Om Kalu,Cleaning & Household,Edible Oils & Ghee,Fit & Flex,905.53,1026.55,Crackers & Digestive,3.8
57,617,Pre Shave Foam - Classic Sensitive Skin,Beauty & Hygiene,Storage & Accessories,bb Royal,440.53,491.55,Face Care,3.8
58,543,"Organic Red Gram/Tur Dal - Split, Skinned","Kitchen, Garden & Pets",Health & Medicine,Knorr,242.22,373.85,Roasted Seeds & Nuts,4.9
59,146,Sensitive - With Anti-Sensitivity & Fluoride Toothpaste,Snacks & Branded Foods,"Snacks, Dry Fruits, Nuts",Treo,117.66,190.63,Water & Fridge Bottles,4.4
60,664,Hand Sanitizer - 70% Alcohol Base,"Foodgrains, Oil & Masala",Dairy & Cheese,Eastern,393.57,499.42,"Flavoured, Soya Milk",
61,529,Kool - Koko,Snacks & Branded Foods,Tinned & Processed Food,Cafe Junyali,100.58,154.65,"Notebooks, Files, Folders",
62,838,Black Sliced Olives,Snacks & Branded Foods,"Pasta, Soup & Noodles",Mastercook,242.21,243.28,Leaf & Dust Tea,4.8
63,563,Banana Stem - Diced,Beauty & Hygiene,"Mops, Brushes & Scrubs",MyGlamm,577.92,599.22,"Detergent Powder, Liquid",4.7
64,587,Original Scent - Dry Skin Moisturiser With Cherry Almond Essence,"Kitchen, Garden & Pets",Masalas & Spices,Clove,442.9,467.66,Granola & Cereal Bars,
65,206,"Balloon - Polka Dot, 12 Inch","Kitchen, Garden & Pets",Cooking & Baking Needs,Smith & Jones,21.72,28.73,Blended Masalas,
66,373,Organic - Whole Wheat Ajwain Jaggery Teething Sticks,Beauty & Hygiene,Skin Care,BIOTIQUE,82.16,71.98,Lime & Mango Pickle,3.0
67,147,Yippee Noodles - Magic Masala,Beauty & Hygiene,Bath & Hand Wash,Puramate,417.15,488.24,Dust Cloth & Wipes,4.5
68,134,Biscuits - Badam Pista,Gourmet & World Food,Biscuits & Cookies,ORGANIC INDIA,177.35,270.22,Instant Noodles,
69,473,Insulated Hot Fresh Casserole For Roti/Chapati - White,Gourmet & World Food,Stationery,Scotch brite,644.44,964.79,Electronic Accessories,
70,101,"Balloon - Polka Dot, 12 Inch",Beauty & Hygiene,Skin Care,Iveo ,127.14,260.57,Ayurveda,
71,801,"Sport Deo Spray - Fresh, for Men","Kitchen, Garden & Pets",Cooking & Baking Needs,Kaiv,306.54,360.34,"Curry Paste, Coconut Milk",3.3
72,201,Moisturizing Body Bath - Green Tea & Milk,Gourmet & World Food,Stationery,By Nature,719.69,885.25,Balsamic & Cider Vinegar,
73,350,Organic - Chana Masala,Gourmet & World Food,All Purpose Cleaners,Dabur,177.36,186.83,Ayurveda,3.3
74,649,Choco Delite Bar,Gourmet & World Food,Pet Food & Accessories,Mantra,454.76,507.21,Gourmet Tea & Tea Bags,3.4
75,239,"Specialist Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven Skin Tone",Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Kaiv,677.88,853.38,Dry Fruits & Berries,4.8
76,563,"Oregano - Organic, USDA Certified",Gourmet & World Food,Fresheners & Repellents,Treo,428.98,460.12,Dinner Sets,4.2
77,754,Asafoetida - Powder,Beauty & Hygiene,Skin Care,Farm Connect,1431.08,1417.89,Chicken Sausages,
78,979,Medium Wire Hooks,Beauty & Hygiene,Crockery & Cutlery,Organic Tattva,859.64,940.6,Shampoo & Conditioner,
79,182,Quinoa - Organic Black,Gourmet & World Food,Cooking & Baking Needs,Wipro,530.58,615.21,Shower Gel & Body Wash,3.7
80,834,Canadian Grade A Maple Syrup,Beauty & Hygiene,Skin Care,Himalaya,29.98,38.91,Ayurveda,
81,372,Pumpkin - Organically Grown,Beauty & Hygiene,Masalas & Spices,Starbucks,370.75,318.83,Flours & Pre-Mixes,4.0
82,815,"Disposable Bamboo Wood Skewers/Pickers - For Use With Barbecue, 8 Inch",Beverages,Bins & Bathroom Ware,Gadre,59.31,85.66,Exotic Fruits,
83,727,Bathroom Cleaner,Gourmet & World Food,Fragrances & Deos,BB Home,414.23,525.08,Water & Fridge Bottles,4.3
84,756,Tulsi Mulethi Green Tea,Cleaning & Household,Pickles & Chutney,Classic Essentials,448.42,441.48,"Chocolate, Peanut Spread",
85,248,Mahabhringraj Tel - Hairfall Reduction & Dandruff Control,Cleaning & Household,All Purpose Cleaners,Sunfeast,225.93,211.08,Lunch Boxes,
86,75,"Chikki, Peanut Bar","Kitchen, Garden & Pets",Oral Care,Habanero,364.27,468.36,Shaving Care,
87,339,Dazzle Livid Lilac Dinner Set - White,"Eggs, Meat & Fish",Non Dairy,Blue Tokai ,196.1,160.28,Organic & Cold Press Oil,
88,837,Professional Herbal Orange Facial Massage Cream,Cleaning & Household,Hair Care,Garnier,380.39,452.78,Toothpaste,3.7
89,971,Organic - White Pepper,Gourmet & World Food,Masalas & Spices,Aaha Oho,40.8,33.98,"Healthy, Baked Snacks",4.3
90,344,Disney Cinderella Princess PVC Embossed Pencil Bag - HMHTPB 72231-CIN,Cleaning & Household,Biscuits & Cookies,bb Combo,380.75,518.97,Intimate Wash & Care,3.2
91,543,"Chilli - Bajji, Mild",Gourmet & World Food,Health & Medicine,Chymey,602.38,747.02,Breakfast & Snack Mixes,3.9
92,390,Bath & Body Oil - Oriental Spicy Rose,"Bakery, Cakes & Dairy",Cookware & Non Stick,Happilo,533.86,739.5,Herbs & Seasoning,
93,211,Ashwagandha Powder,"Kitchen, Garden & Pets",Masalas & Spices,Ariel ,136.54,168.95,Chips & Corn Snacks,3.5
94,438,Floor Cleaner - Lime,Baby Care,"Sausages, Bacon & Salami",Tulips,1106.58,1105.46,Face & Body,4.5
95,746,PP Apple Belt,Gourmet & World Food,Men's Grooming,JIMMY'S COCKTAILS,1035.12,1281.76,Water & Fridge Bottles,
96,258,Ragi - Whole,Cleaning & Household,Dairy & Cheese,Prestige,303.37,428.44,Flours & Pre-Mixes,
97,400,"Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",Beauty & Hygiene,All Purpose Cleaners,Prakrta,477.5,563.92,Aromatherapy,3.1
98,975,French Lavender Oil & Rose Water Face Wash,Beauty & Hygiene,Cooking & Baking Needs,American Garden ,375.72,419.47,"Detergent Powder, Liquid",2.0
99,861,Complete Detergent Washing Powder,Snacks & Branded Foods,Breakfast Cereals,Tasties,382.16,349.98,Chocolates,
100,791,Dates Pickle,Beauty & Hygiene,Ready To Cook & Eat,Frestol,205.94,208.93,Whole Spices,4.1
101,17,Glass Set - Solo Shot Bar,Cleaning & Household,Dairy & Cheese,Aloe Veda,188.82,122.01,Oats & Porridge,
102,160,Ragi Flakes,Beauty & Hygiene,Skin Care,Hawkins,883.67,849.36,Ayurveda,4.2
103,820,Premium - 3 Follow-Up Formula,Gourmet & World Food,Dry Fruits,NOCD,308.38,462.92,Kids Cereal,4.6
104,972,Secondary Class Students - Online Learning,Gourmet & World Food,Chocolates & Candies,BodyHerbals,776.56,1068.51,Muffins & Cup Cakes,
105,87,Salem Turmeric Powder/Arisina Pudi,Gourmet & World Food,"Sauces, Spreads & Dips",Sensodyne,229.1,305.84,"Toor, Channa & Moong Dal",
106,482,Pitted Green Olives,Snacks & Branded Foods,Fish & Seafood,Command,77.13,90.13,Dustbins,4.8
107,149,Shot Body Spray - Royal Jade,Fruits & Vegetables,Drinks & Beverages,C&S Electric,46.43,47.22,"Flavoured, Soya Milk",4.4
108,317,"Honey Comb Touch Non-Stick Flat Tawa - 260 mm, Black","Kitchen, Garden & Pets",Cookware & Non Stick,Olivia,74.35,72.57,"Kitchen, Glass & Drain",4.3
109,964,Glass Amaze Air Tight Jar - Pink,Beauty & Hygiene,Skin Care,Fresho,465.92,530.1,"Healthy, Baked Snacks",
110,842,"Atta Chalan - Stainless Steel, Size- No.8",Gourmet & World Food,Skin Care,Oriental Botanics,1545.57,2068.79,Chips & Corn Snacks,4.6
111,112,"Cat Treats - Salmon Rings, Purr-Fect",Snacks & Branded Foods,Hair Care,RiteBite Max Protein,292.0,199.47,Chicken Sausages,
112,93,"Stainless Steel Kadai - Induction Bottom With Glass Lid,  26 cm",Beauty & Hygiene,Ready To Cook & Eat,Gillette Venus,519.38,579.88,Exotic Fruits,3.7
113,562,Morning Dew Perfumed Talc 250 g + English Lavender Perfumed Talc 250 g,Gourmet & World Food,Dairy & Cheese,Keya,443.17,564.29,Roasted Seeds & Nuts,
114,184,Aloe Vera Juice - Purifies Blood & Boosts Immunity,"Eggs, Meat & Fish",Herbs & Seasonings,Habanero,11.01,10.51,Chicken Sausages,4.2
115,733,Organic Dosa Mix - Jowar,Beauty & Hygiene,Masalas & Spices,Joyo Steel,408.73,515.51,Tawa & Sauce Pan,
116,373,"Confeito Vermicelli Combo, Sprinkles",Beauty & Hygiene,Skin Care,Toska Chocolates,833.39,811.12,Men's Deodorants,2.6
117,817,Green Stuffed Hot Pepper Pickle,Cleaning & Household,Tea,Aroma Treasures,519.9,583.84,Honey & Maple Syrup,
118,131,Secondary Class Students - Online Learning,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",bb Popular,346.14,410.0,Ayurveda,4.1
119,88,Plain Green Olives,"Kitchen, Garden & Pets",Storage & Accessories,Fresho Signature,555.24,879.68,Glassware,
120,315,Blemishes & Acne Control Sheet Mask (Pack of 6),Cleaning & Household,Kitchen Accessories,Habit,37.46,94.32,Dustbins,4.3
121,909,Chai/Stainless Steel Cups - For The Love Of Tea,"Kitchen, Garden & Pets",Oils & Vinegar,Bagrrys,616.77,861.51,Frozen Fish & Seafood,
122,811,Veda Marie Light Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Soulflower,114.84,134.31,"Jams, Marmalade, Spreads",3.7
123,914,Taft Ultimate Hair Lacquer Ultimately Strong 6,Beverages,Cooking & Baking Needs,TJORI,21.57,45.78,Chips & Corn Snacks,
124,252,Organic Idly - Oats,Fruits & Vegetables,Frozen Veggies & Snacks,PRISTINE,15.51,22.44,CFL & Led Bulbs,4.0
125,963,Pad Thai Noodles,Beauty & Hygiene,Organic Staples,Organic Tattva,969.66,1177.42,Other Dry Fruits,
126,485,Herbal Aloevera Neem & Basil Facial Massage Gel,Beauty & Hygiene,Crockery & Cutlery,Lotus Herbals,413.29,723.1,Face Care,3.8
127,996,Japanese Cooking Rice-Wine,Cleaning & Household,Cooking & Baking Needs,MVS,326.07,555.6,Chikki & Gajjak,3.7
128,257,Organic - Turmeric Powder/Arisina Pudi,Gourmet & World Food,Storage & Accessories,bb Combo,1032.7,1110.63,Juices,3.9
129,510,Ylang Ylang Essential Oil,Beauty & Hygiene,Bath & Hand Wash,BB Home,171.39,157.97,Organic Masalas & Spices,
130,541,Make Up Remover+Brightening Nigt Cream,Beauty & Hygiene,Fresheners & Repellents,Cocon,475.59,567.3,Exam Pads & Pencil Box,3.7
131,783,Surekha Boiled Rice,Beverages,Hair Care,Too Yumm!,32.55,53.9,Air Freshener,
132,723,Tapioca,Gourmet & World Food,Biscuits & Cookies,Organic Harvest,161.75,220.46,Honey & Maple Syrup,
133,34,Ultra Soft New Born Diapers - Extra Small,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Paper Boat,251.6,337.42,Shampoo & Conditioner,4.1
134,295,For Man Eau De Toilette,Gourmet & World Food,Organic Staples,Aroma Treasures,203.64,272.13,Green Tea,
135,295,"Toothpaste - Whitening, Cavity Protection, 150 G",Cleaning & Household,Breakfast Cereals,Parle,415.85,510.66,Toilet Cleaners,
136,335,"Baby Cereal - Ragi Almond & Banana, 6-8 Months, No Preservatives, No Artificial Colours",Beauty & Hygiene,Skin Care,Switz,522.49,638.44,Blended Masalas,2.9
137,813,X-Tenso Care Straight Masque,"Kitchen, Garden & Pets",Oral Care,Bixa Botanical,319.24,360.26,Organic Masalas & Spices,
138,235,"Menstrual Cup - Wings, Pratham",Gourmet & World Food,"Disposables, Garbage Bag",Mee Mee,475.9,442.78,Chocolates,3.4
139,150,Organic - Parmal Rice,Gourmet & World Food,Cooking & Baking Needs,HappyChef,116.8,188.45,Whole Spices,3.7
140,950,Nikhaar Hair Removal Cream For All Skin Types,Fruits & Vegetables,Rice & Rice Products,Neem ,336.91,299.53,Frozen Non-Veg Snacks,4.5
141,19,Mahabhringraj Tel - Hairfall Reduction & Dandruff Control,Fruits & Vegetables,Chocolates & Candies,Happy Jars,172.62,235.95,Flavoured & Other Oils,4.7
142,257,Organic Cold Pressed Virgin Coconut Oil,Snacks & Branded Foods,Tinned & Processed Food,Johnson's baby,22.77,14.48,Mayonnaise,3.9
143,766,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Grey, BH011GRY",Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Cambridge Tea Party,272.81,281.92,Water & Fridge Bottles,
144,186,Comb - Derby Deluxe No 61,Baby Care,Drinks & Beverages,Real Thai,20.41,16.11,Lip Care,
145,173,"N95 Washable Face Mask - Blue, Medium",Snacks & Branded Foods,Bath & Hand Wash,Pampers ,801.44,1021.48,Granola & Cereal Bars,
146,680,"Super Tight Plastic Container - Printed, Assorted Colour","Eggs, Meat & Fish",Cakes & Pastries,Clorox,181.3,194.57,Umbrella,4.1
147,971,Masala - Paneer,"Eggs, Meat & Fish",Health & Medicine,BB Home,407.84,449.25,Aromatherapy,
148,285,Rolled Oats - Gluten Free + Gluten Free - Steel Cut Oats (each 500 g),Beauty & Hygiene,Fragrances & Deos,Barilla,268.91,392.08,Pet Collars & Leashes,3.4
149,507,Coated Green Peas - Wasabi,"Eggs, Meat & Fish",Skin Care,LOreal Professionnel,1025.65,1194.39,"Flavoured, Soya Milk",
150,259,Ashwagandha Powder,"Foodgrains, Oil & Masala",Chocolates & Biscuits,Kaya Clinic,651.51,786.53,Frozen Veg Snacks,
151,309,Rockers - Chocolate laddu,Snacks & Branded Foods,Snacks & Namkeen,Timios,714.19,729.15,Pet Meals & Treats,
152,827,Sunlite Spray,"Bakery, Cakes & Dairy",Dry Fruits,Knorr,453.15,580.19,Baby Health,4.9
153,420,"Glass Water Bottle With Round Base - Yellow, B1367","Foodgrains, Oil & Masala",Cooking & Baking Needs,Crompton,173.03,124.3,Plates & Bowls,3.7
154,131,"Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth",Snacks & Branded Foods,Fruit Juices & Drinks,Purix,837.86,916.43,Cocktail Mixes,
155,578,Sesame Seed Oil,Gourmet & World Food,Kitchen Accessories,Pepsodent,92.58,122.97,Cut & Peeled Veggies,3.2
156,516,Chemba Puttu Podi,"Kitchen, Garden & Pets",Kitchen Accessories,Fresho,1199.34,1285.83,Chicken Sausages,
157,306,"Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",Snacks & Branded Foods,Drinks & Beverages,Miaow Miaow,256.0,256.03,Water & Fridge Bottles,4.7
158,640,"LED Bulb - 12 Watt, Cool White, B22",Cleaning & Household,"Noodle, Pasta, Vermicelli",Bajaj,514.89,696.05,Granola & Cereal Bars,4.4
159,257,"Super Tight Plastic Container - Printed, Assorted Colour",Snacks & Branded Foods,Hair Care,Everyuth Naturals,29.74,25.96,Baby Food,3.4
160,976,Vinegar - Apple Cider Vinegar + Garcinia,Beauty & Hygiene,Skin Care,Manna ,271.46,276.21,Hand Wash & Sanitizers,
161,783,Water/Juice Glass Tumbler - Volvic 3303,"Kitchen, Garden & Pets",Fresh Fruits,Habit,108.24,257.05,"Pure, Pomace Olive Oil",4.6
162,265,"Disposable Bamboo Wood Skewer/Picker Sticks- For Barbeque, 12 Inch",Beauty & Hygiene,Skin Care,SSS,610.46,501.11,Other Dry Fruits,4.4
163,97,Regenerist - Advanced Anti-Ageing Revitalising Hydration Skin Cream Moisturizer SPF 15,"Kitchen, Garden & Pets",Crockery & Cutlery,Swa Artisanal Syrups,483.5,738.55,Frozen Veg Snacks,4.6
164,389,Nuts Hazelnuts regular,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Early Foods,73.15,61.57,Organic Masalas & Spices,
165,801,Oxygen Moisture Shampoo,"Foodgrains, Oil & Masala",Cuts & Sprouts,Hm International,355.47,343.81,Hair & Scalp Treatment,3.7
166,351,Cotton Mop With Telescopic Handle 150 Cm,"Kitchen, Garden & Pets","Sauces, Spreads & Dips",D-Alive,75.3,91.08,Bathing Bars & Soaps,
167,192,Gentle Baby Wipes,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Dukes,251.59,307.49,Namkeen & Savoury Snacks,
168,872,Original Soap,"Kitchen, Garden & Pets",Organic Staples,GoodDiet,161.82,232.6,Imported Soups,3.9
169,695,"Accurate Seal Plastic Tea, Coffee, Sugar Storage Container/Canister - Blue","Kitchen, Garden & Pets",Fragrances & Deos,Estee Lauder,113.12,170.87,Blended Masalas,4.1
170,87,Organic - Parmal Rice,Gourmet & World Food,Storage & Accessories,Brylcreem,634.62,658.97,Quinoa & Grains,3.9
171,350,Fields Of Gold Organic Foxtail Millet,Snacks & Branded Foods,Kitchen Accessories,Brut,730.02,948.18,"Organic Rice, Other Rice",
172,704,Glass Cleaner,Baby Care,Dry Fruits,Health 1st,20.88,26.27,Imported Noodles,
173,463,"Stainless Steel Frying Ladle - No. 9, Silvera",Gourmet & World Food,Chocolates & Biscuits,Habit,771.31,975.3,Other Dry Fruits,
174,237,"Loofah/Sponge Scrubber/Body - Pink, BH-064D PNK",Gourmet & World Food,Fragrances & Deos,Qraa Men,524.51,581.42,Organic Vegetables,
175,484,Under Eye Gel,Beauty & Hygiene,Skin Care,Stonesoup,343.14,448.76,Body Care,3.3
176,381,Nikhaar Hair Removal Cream For All Skin Types,Gourmet & World Food,Bath & Hand Wash,Loreal Paris,244.24,383.49,Juices,4.1
177,960,Ayurvedic Karela Powder,Beauty & Hygiene,Bath & Hand Wash,Schwarzkopf,85.22,183.81,Hair Oil & Serum,3.9
178,219,Serum Vegital Perfecting Toning Lotion - For All Skin Types,Gourmet & World Food,Ready To Cook & Eat,Grandma Singletons,378.72,556.06,Casserole,
179,526,Monosodium Glutamate,"Eggs, Meat & Fish",Skin Care,Faultless,872.63,1033.16,Other Dry Fruits,
180,136,Gulabari Moisturising Cold Cream,"Kitchen, Garden & Pets",Kitchen Accessories,Garnier,705.03,793.78,Juices,
181,215,Organic Quinoa Power Rice Cake,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,100.98,84.39,Face Care,4.1
182,893,Cotton Swabs,Baby Care,Oils & Vinegar,Fresho,215.68,349.45,Ayurveda,
183,459,Shishu Taila - For Healthy Skin & Stronger Bones,Gourmet & World Food,Diapers & Wipes,Mantra,676.59,465.25,Chilli & Soya Sauce,4.1
184,119,Mold & Mildew Remover with Bleach,Beauty & Hygiene,Skin Care,SSS,193.36,207.44,Glassware,4.9
185,242,Arrabbiata Tomato Pasta Sauce With Chilli,"Kitchen, Garden & Pets",Fragrances & Deos,Olivia,461.36,819.2,Supplements & Proteins,3.7
186,391,I Love You Fruit N Nut Chocolate,Cleaning & Household,Dairy,MTR,53.85,91.41,Gourmet Tea & Tea Bags,
187,557,Imli Khajoor Chutney,Beauty & Hygiene,Fragrances & Deos,Turn Organic ,395.89,455.92,Ayurveda,4.1
188,240,Scissors - Stylish Cut,"Foodgrains, Oil & Masala",Tea,bb Royal,527.6,628.23,Diapers,3.6
189,418,Creme Soft Soap - For Hands & Body,"Foodgrains, Oil & Masala",Pooja Needs,Health Sutra,92.02,93.08,Soothers & Teethers,4.2
