,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
41,-122.11,37.55,26.0,2803.0,252.0,1352.0,625.0,3.7798,193750.0,NEAR BAY
42,-117.86,33.85,40.0,732.0,,555.0,307.0,1.4919,139298.0,<1H OCEAN
43,-118.3,34.04,32.0,1434.0,1463.0,460.0,336.0,4.4166,406214.0,<1H OCEAN
44,-117.99,33.92,34.0,2019.0,,1410.0,526.0,2.5406,108045.0,INLAND
45,-118.03,33.92,37.0,2215.0,,1413.0,401.0,2.4924,92120.0,<1H OCEAN
46,-119.99,33.96,30.0,287.0,283.0,928.0,261.0,2.3551,70651.0,INLAND
47,-118.32,33.92,16.0,6470.0,,3422.0,957.0,1.9788,238260.0,INLAND
48,-118.37,33.94,29.0,2769.0,,1467.0,1284.0,6.8818,230764.0,<1H OCEAN
49,-122.2,37.85,27.0,3870.0,,1882.0,487.0,3.4367,266722.0,NEAR BAY
50,-118.56,37.74,52.0,610.0,236.0,8.0,29.0,2.4645,159988.0,NEAR BAY
51,-118.27,33.99,39.0,1197.0,94.0,13.0,183.0,2.2443,218476.0,<1H OCEAN
52,-120.07,35.32,27.0,2270.0,,902.0,360.0,2.5776,58368.0,INLAND
53,-117.74,33.91,29.0,2662.0,,1039.0,378.0,5.8239,120701.0,<1H OCEAN
54,-118.28,33.96,52.0,1740.0,408.0,787.0,409.0,2.1341,227793.0,<1H OCEAN
55,-117.25,32.68,33.0,1995.0,,1313.0,580.0,2.7775,89829.0,NEAR OCEAN
56,-118.24,34.11,14.0,6689.0,,2122.0,1483.0,4.7035,267855.0,<1H OCEAN
57,-118.11,33.91,24.0,443.0,,1265.0,270.0,1.4036,94362.0,<1H OCEAN
58,-117.09,32.69,30.0,2037.0,,2811.0,245.0,3.2116,111679.0,INLAND
59,-117.93,33.89,14.0,10625.0,844.0,2758.0,853.0,1.95,132085.0,INLAND
60,-122.29,36.56,42.0,1500.0,,892.0,278.0,2.3142,198690.0,<1H OCEAN
61,-118.92,36.69,44.0,554.0,305.0,712.0,312.0,0.9291,66274.0,INLAND
62,-122.22,37.67,25.0,17947.0,,487.0,783.0,4.8079,225950.0,INLAND
63,-117.66,33.88,40.0,1870.0,,687.0,270.0,1.2457,176999.0,<1H OCEAN
64,-118.03,32.94,36.0,2561.0,,1484.0,569.0,5.1503,368052.0,NEAR OCEAN
65,-118.72,37.05,14.0,2458.0,,2552.0,332.0,1.4772,76714.0,INLAND
66,-118.01,37.83,52.0,963.0,281.0,1062.0,306.0,8.7046,262861.0,NEAR OCEAN
67,-118.0,33.91,42.0,906.0,305.0,570.0,36.0,2.8815,174754.0,<1H OCEAN
68,-118.05,34.03,37.0,621.0,336.0,12.0,4.0,2.8397,227190.0,<1H OCEAN
69,-122.29,37.86,33.0,1601.0,,902.0,108.0,4.5215,169877.0,NEAR OCEAN
70,-118.89,36.89,19.0,1866.0,215.0,721.0,264.0,1.1888,61877.0,INLAND
71,-118.07,34.25,19.0,7767.0,,2943.0,1203.0,3.6449,258301.0,<1H OCEAN
72,-117.17,33.96,19.0,2027.0,,2360.0,514.0,2.4886,114174.0,<1H OCEAN
73,-118.23,33.92,31.0,2552.0,,925.0,446.0,5.785,242902.0,NEAR OCEAN
74,-122.2,37.46,37.0,1651.0,,485.0,199.0,4.0106,500001.0,<1H OCEAN
75,-118.4,33.95,38.0,7206.0,965.0,3603.0,1456.0,6.8427,223467.0,<1H OCEAN
76,-117.9,33.82,26.0,3059.0,434.0,1374.0,468.0,5.4815,281555.0,<1H OCEAN
77,-118.21,34.01,33.0,1076.0,,278.0,200.0,14.7524,234925.0,NEAR OCEAN
78,-117.99,34.84,19.0,5774.0,991.0,1677.0,1331.0,1.086,47507.0,INLAND
79,-122.09,37.46,8.0,4966.0,926.0,6457.0,1029.0,7.9166,417654.0,NEAR BAY
80,-119.93,37.47,16.0,15707.0,875.0,4608.0,1576.0,4.4999,271018.0,INLAND
81,-121.87,37.77,26.0,7104.0,812.0,2219.0,884.0,4.1319,299936.0,<1H OCEAN
82,-117.84,33.82,41.0,1824.0,334.0,628.0,319.0,3.4692,206677.0,<1H OCEAN
83,-120.87,37.28,19.0,3344.0,,2842.0,865.0,4.217,53954.0,INLAND
84,-121.38,38.46,52.0,1058.0,429.0,986.0,256.0,2.9966,368802.0,NEAR BAY
85,-118.4,33.99,52.0,1788.0,425.0,1738.0,436.0,6.1353,441693.0,<1H OCEAN
86,-120.33,34.89,24.0,7102.0,837.0,4035.0,1934.0,2.5375,37431.0,<1H OCEAN
87,-117.93,33.97,34.0,1154.0,,757.0,407.0,2.3768,119738.0,INLAND
88,-122.15,37.7,40.0,697.0,,726.0,266.0,5.3099,500001.0,<1H OCEAN
89,-119.49,36.08,30.0,1574.0,,269.0,47.0,2.1784,93127.0,INLAND
90,-121.89,34.1,27.0,3688.0,,499.0,439.0,11.8466,500001.0,<1H OCEAN
91,-117.06,32.68,8.0,6520.0,,2330.0,743.0,3.0003,206733.0,<1H OCEAN
92,-118.2,33.93,10.0,2048.0,527.0,943.0,874.0,6.3054,472152.0,<1H OCEAN
93,-122.58,37.82,23.0,2583.0,686.0,6185.0,2149.0,4.3073,218938.0,<1H OCEAN
94,-117.11,32.63,11.0,3458.0,,2211.0,681.0,4.0808,151093.0,NEAR OCEAN
95,-117.99,33.85,45.0,2000.0,,1081.0,420.0,2.5485,253433.0,<1H OCEAN
96,-122.15,34.11,27.0,5040.0,1160.0,3600.0,624.0,9.2617,500001.0,<1H OCEAN
97,-118.55,36.44,22.0,1277.0,,955.0,393.0,3.2185,49591.0,INLAND
98,-120.09,34.06,26.0,3936.0,551.0,3724.0,1038.0,1.1724,136463.0,INLAND
99,-122.28,37.63,8.0,12822.0,761.0,10228.0,1465.0,5.2689,500001.0,ISLAND
100,-118.47,33.83,43.0,882.0,202.0,406.0,195.0,1.7578,188166.0,<1H OCEAN
101,-117.33,33.94,17.0,2718.0,,1580.0,727.0,6.5109,239611.0,NEAR OCEAN
102,-122.39,37.63,34.0,1691.0,134.0,819.0,251.0,3.5824,191828.0,NEAR BAY
103,-118.35,34.18,41.0,300.0,451.0,442.0,146.0,1.0418,146798.0,<1H OCEAN
104,-118.49,33.63,26.0,1742.0,412.0,739.0,344.0,2.9795,50481.0,INLAND
105,-117.98,34.08,24.0,7223.0,,2250.0,558.0,2.3312,129830.0,<1H OCEAN
106,-122.17,33.96,14.0,2410.0,,806.0,392.0,6.2612,376435.0,NEAR OCEAN
107,-122.62,37.73,16.0,3571.0,,2237.0,658.0,2.5488,170299.0,NEAR OCEAN
108,-117.22,33.95,25.0,701.0,,771.0,260.0,4.2185,293475.0,<1H OCEAN
109,-122.7,38.85,31.0,608.0,220.0,336.0,188.0,1.5106,15345.0,INLAND
110,-118.27,33.99,37.0,775.0,560.0,586.0,204.0,3.7341,114012.0,<1H OCEAN
111,-121.83,37.52,27.0,2461.0,732.0,2077.0,2804.0,3.8929,335633.0,INLAND
112,-120.14,34.0,52.0,679.0,202.0,86.0,171.0,3.0784,193495.0,<1H OCEAN
113,-119.51,34.34,17.0,10146.0,856.0,3606.0,1244.0,9.7403,232642.0,INLAND
114,-118.51,34.03,39.0,3248.0,483.0,1704.0,388.0,2.8029,261149.0,<1H OCEAN
115,-120.94,34.93,28.0,2670.0,688.0,2153.0,648.0,1.6157,88754.0,INLAND
116,-117.96,34.1,7.0,2335.0,572.0,1482.0,663.0,4.2032,106033.0,INLAND
117,-122.52,37.74,10.0,4286.0,,1933.0,1202.0,4.9158,239914.0,<1H OCEAN
118,-118.03,33.66,28.0,1360.0,359.0,873.0,482.0,1.7074,118496.0,<1H OCEAN
119,-122.02,37.36,37.0,5738.0,,1403.0,624.0,5.402,284532.0,NEAR BAY
120,-118.32,33.8,52.0,2804.0,,1049.0,379.0,8.2792,240125.0,<1H OCEAN
121,-117.78,32.96,40.0,1519.0,,1048.0,266.0,2.3569,99992.0,<1H OCEAN
122,-119.79,37.88,23.0,5249.0,,2758.0,1347.0,2.3085,175479.0,INLAND
123,-122.17,37.38,26.0,4490.0,1021.0,1903.0,674.0,6.3976,344660.0,<1H OCEAN
124,-119.49,37.88,25.0,404.0,,464.0,226.0,4.2063,229476.0,INLAND
125,-117.38,33.26,12.0,4003.0,,4082.0,1108.0,2.7687,180960.0,NEAR OCEAN
126,-123.05,33.86,27.0,506.0,,526.0,250.0,2.2725,94952.0,INLAND
127,-118.5,34.03,52.0,1511.0,317.0,1027.0,299.0,1.485,179461.0,<1H OCEAN
128,-122.49,38.07,26.0,4304.0,,2444.0,818.0,3.2404,344262.0,NEAR BAY
129,-122.25,37.35,47.0,3257.0,67.0,727.0,329.0,8.4268,395733.0,NEAR OCEAN
130,-117.9,33.78,26.0,2076.0,,732.0,293.0,2.5622,114414.0,<1H OCEAN
131,-119.16,36.9,14.0,5009.0,,2572.0,554.0,1.3355,57657.0,INLAND
132,-121.83,37.24,20.0,3338.0,962.0,4872.0,1193.0,4.293,279362.0,NEAR OCEAN
133,-122.89,38.02,50.0,518.0,,477.0,243.0,3.0224,381190.0,INLAND
134,-122.95,37.49,34.0,971.0,307.0,870.0,117.0,3.5758,230076.0,NEAR OCEAN
135,-117.3,32.91,20.0,6188.0,,3060.0,860.0,2.1763,162491.0,INLAND
136,-118.3,34.03,52.0,2001.0,199.0,932.0,366.0,3.5203,203956.0,<1H OCEAN
137,-122.33,37.43,33.0,1045.0,,630.0,242.0,3.7138,246815.0,NEAR BAY
138,-117.04,33.68,22.0,43.0,,1086.0,165.0,2.0157,88212.0,<1H OCEAN
139,-117.82,33.57,22.0,2003.0,358.0,2490.0,514.0,3.0812,134394.0,<1H OCEAN
140,-122.33,37.97,52.0,2964.0,1080.0,1013.0,664.0,7.3608,314193.0,NEAR OCEAN
141,-118.18,33.65,23.0,3324.0,,3302.0,1115.0,2.5165,41639.0,<1H OCEAN
142,-122.36,37.73,29.0,4561.0,,3549.0,1530.0,3.88,178907.0,NEAR OCEAN
143,-120.55,38.57,27.0,1020.0,,677.0,258.0,1.9835,71255.0,INLAND
144,-118.3,33.94,45.0,5299.0,,3809.0,1375.0,2.1821,173537.0,<1H OCEAN
145,-118.11,33.94,27.0,2020.0,,1305.0,440.0,2.0727,98877.0,<1H OCEAN
146,-117.61,33.97,24.0,3742.0,932.0,3184.0,824.0,2.0829,101074.0,<1H OCEAN
147,-121.99,37.68,38.0,3541.0,,1035.0,562.0,5.9646,236383.0,INLAND
148,-118.22,34.17,26.0,3837.0,857.0,1977.0,676.0,4.7263,126957.0,<1H OCEAN
149,-122.21,32.62,12.0,1756.0,,716.0,275.0,5.3476,153880.0,NEAR OCEAN
150,-117.13,32.62,20.0,2766.0,,674.0,363.0,4.7207,113846.0,<1H OCEAN
151,-122.39,38.44,35.0,5854.0,,2988.0,1082.0,2.3804,116824.0,NEAR BAY
152,-120.08,37.28,31.0,3795.0,,1481.0,854.0,3.2688,144150.0,NEAR OCEAN
153,-120.53,37.82,16.0,2416.0,,1309.0,660.0,3.0089,104926.0,INLAND
154,-123.31,36.4,38.0,1782.0,,772.0,20.0,2.6996,115800.0,INLAND
155,-122.63,37.77,52.0,3167.0,476.0,1750.0,588.0,3.0828,358525.0,<1H OCEAN
156,-118.03,33.77,22.0,2205.0,,1444.0,532.0,2.7498,243290.0,INLAND
157,-120.88,34.01,29.0,3690.0,,2509.0,1192.0,1.9232,169512.0,<1H OCEAN
158,-117.73,34.68,27.0,511.0,,1049.0,223.0,1.496,105958.0,INLAND
159,-118.21,33.92,36.0,1763.0,,643.0,265.0,6.7694,261488.0,<1H OCEAN
160,-121.12,38.43,17.0,3873.0,585.0,2563.0,529.0,2.49,67588.0,INLAND
161,-118.42,33.78,25.0,1211.0,247.0,1495.0,526.0,4.7495,200209.0,<1H OCEAN
162,-117.03,32.77,16.0,1018.0,,1077.0,302.0,2.4574,107814.0,INLAND
163,-116.97,32.66,21.0,2028.0,,985.0,176.0,1.809,94223.0,<1H OCEAN
164,-117.03,38.58,18.0,1928.0,401.0,553.0,25.0,3.0257,222741.0,<1H OCEAN
165,-118.01,33.87,37.0,1555.0,,538.0,361.0,8.4841,229587.0,<1H OCEAN
166,-122.67,39.23,28.0,3813.0,519.0,2631.0,685.0,4.1766,224568.0,NEAR BAY
167,-118.23,37.59,46.0,770.0,,56.0,6.0,3.7595,142653.0,NEAR OCEAN
168,-120.38,34.03,28.0,3268.0,,840.0,697.0,1.855,100233.0,INLAND
169,-118.33,34.07,41.0,1085.0,308.0,905.0,396.0,1.7646,84826.0,<1H OCEAN
170,-122.38,38.81,34.0,2455.0,,1505.0,521.0,3.5148,155888.0,NEAR BAY
171,-122.51,34.07,52.0,3660.0,438.0,2250.0,664.0,7.0939,266898.0,<1H OCEAN
172,-117.23,32.78,20.0,3221.0,591.0,1638.0,765.0,6.0573,311499.0,NEAR OCEAN
173,-118.29,34.16,39.0,4625.0,,4901.0,1015.0,8.0469,84814.0,INLAND
174,-120.93,38.12,27.0,2724.0,885.0,1014.0,537.0,4.6523,414303.0,INLAND
175,-120.6,37.19,30.0,5421.0,1006.0,2772.0,1099.0,3.3014,103282.0,<1H OCEAN
176,-123.72,37.67,28.0,5081.0,770.0,4959.0,662.0,2.0212,217535.0,INLAND
177,-123.61,36.01,39.0,1233.0,,974.0,311.0,3.8853,98146.0,INLAND
178,-118.18,32.88,34.0,1545.0,,674.0,234.0,3.9635,300866.0,<1H OCEAN
179,-122.44,37.65,35.0,1101.0,,636.0,231.0,2.5331,213770.0,NEAR BAY
180,-118.14,33.72,30.0,2213.0,,1263.0,391.0,2.3751,64788.0,<1H OCEAN
181,-118.39,33.83,30.0,1185.0,,833.0,202.0,2.7065,274222.0,<1H OCEAN
182,-120.04,33.97,28.0,1100.0,,325.0,194.0,2.0606,62584.0,<1H OCEAN
183,-118.14,34.14,44.0,2023.0,331.0,1072.0,237.0,3.9797,282939.0,<1H OCEAN
184,-117.55,32.89,9.0,1747.0,,1144.0,497.0,5.6521,362008.0,NEAR OCEAN
185,-119.55,37.2,29.0,1960.0,,1386.0,408.0,2.0829,152333.0,INLAND
186,-121.06,40.56,12.0,6111.0,,2622.0,630.0,2.2953,171409.0,INLAND
187,-120.88,37.74,17.0,6068.0,,1721.0,662.0,4.0646,202922.0,INLAND
188,-119.37,34.42,37.0,1774.0,259.0,1188.0,413.0,1.3898,71834.0,INLAND
189,-117.27,33.84,10.0,4073.0,,3013.0,1658.0,5.4373,157087.0,NEAR OCEAN
190,-122.57,37.78,32.0,2959.0,557.0,1712.0,636.0,2.749,227446.0,NEAR BAY
191,-121.1,37.78,28.0,1036.0,289.0,1092.0,306.0,2.2174,233413.0,INLAND
192,-119.73,39.12,17.0,693.0,287.0,87.0,289.0,1.2177,66554.0,INLAND
193,-115.16,33.98,45.0,1421.0,,925.0,974.0,6.7153,168901.0,<1H OCEAN
194,-121.54,38.7,28.0,379.0,260.0,38.0,84.0,1.4728,138959.0,INLAND
195,-117.15,33.16,48.0,1909.0,,268.0,174.0,1.7112,278985.0,INLAND
196,-117.79,33.9,37.0,2193.0,,447.0,173.0,1.6604,144373.0,INLAND
197,-117.21,32.75,26.0,2060.0,,1134.0,777.0,1.9566,176058.0,INLAND
198,-120.26,37.4,25.0,733.0,,183.0,138.0,1.9913,189894.0,INLAND
199,-117.94,33.74,9.0,4245.0,466.0,4519.0,1363.0,4.5362,238299.0,<1H OCEAN
200,-116.0,35.67,34.0,1579.0,397.0,1094.0,193.0,1.3734,47737.0,INLAND
201,-122.7,36.19,22.0,2151.0,251.0,1525.0,422.0,1.3233,344099.0,<1H OCEAN
202,-118.46,33.96,40.0,1410.0,357.0,1208.0,334.0,2.3972,171721.0,<1H OCEAN
203,-118.26,33.98,35.0,1744.0,36.0,376.0,249.0,2.1792,150835.0,<1H OCEAN
204,-117.73,33.52,38.0,1586.0,484.0,871.0,295.0,13.1665,342698.0,<1H OCEAN
205,-122.17,38.19,37.0,3208.0,531.0,1520.0,655.0,3.7615,361101.0,NEAR OCEAN
206,-117.33,32.92,19.0,3392.0,,2448.0,769.0,2.6811,290490.0,NEAR OCEAN
207,-117.96,33.79,25.0,1861.0,,1047.0,559.0,1.5452,59130.0,<1H OCEAN
208,-122.13,37.71,17.0,3345.0,607.0,1275.0,808.0,4.2922,450044.0,NEAR BAY
209,-121.33,38.38,27.0,3380.0,814.0,1916.0,569.0,3.4487,144184.0,INLAND
210,-118.19,33.98,41.0,2272.0,419.0,717.0,509.0,1.9137,128341.0,<1H OCEAN
211,-121.03,38.51,24.0,3712.0,,1968.0,676.0,2.8897,78116.0,INLAND
212,-121.74,37.71,27.0,1150.0,,648.0,256.0,3.1199,271617.0,INLAND
213,-117.63,34.12,17.0,3039.0,1101.0,1546.0,861.0,2.5597,203833.0,<1H OCEAN
214,-118.41,34.09,23.0,4574.0,,2227.0,1508.0,8.3405,318605.0,<1H OCEAN
215,-122.17,37.49,33.0,4426.0,,1704.0,934.0,4.2842,171453.0,NEAR OCEAN
216,-122.2,37.67,29.0,4761.0,,4576.0,1501.0,11.9349,500001.0,NEAR BAY
217,-118.14,32.9,29.0,9006.0,,3634.0,1109.0,1.5375,206650.0,NEAR OCEAN
218,-116.96,32.62,17.0,5072.0,553.0,5318.0,315.0,6.1599,384232.0,NEAR OCEAN
219,-122.41,37.28,52.0,2977.0,530.0,1384.0,650.0,5.4172,312457.0,<1H OCEAN
220,-117.7,37.67,29.0,1659.0,,121.0,47.0,1.5697,83476.0,<1H OCEAN
221,-117.15,34.04,19.0,2812.0,,1797.0,724.0,1.4222,142352.0,<1H OCEAN
222,-121.14,37.33,17.0,1311.0,,744.0,227.0,2.0551,145590.0,INLAND
223,-120.7,38.03,23.0,3337.0,,1087.0,540.0,3.905,154766.0,INLAND
224,-119.49,34.09,47.0,1357.0,496.0,1250.0,253.0,3.226,240481.0,NEAR OCEAN
225,-118.42,33.88,43.0,2284.0,,1215.0,479.0,8.7919,306846.0,<1H OCEAN
226,-117.85,33.96,22.0,2363.0,,1151.0,244.0,2.6119,115460.0,INLAND
227,-118.01,34.21,12.0,1491.0,125.0,925.0,270.0,3.1451,419208.0,<1H OCEAN
228,-121.64,37.75,26.0,564.0,,585.0,61.0,1.9978,121913.0,NEAR OCEAN
229,-118.4,33.77,22.0,5640.0,1011.0,2599.0,740.0,5.8449,292840.0,<1H OCEAN
230,-122.28,37.82,48.0,1309.0,,549.0,267.0,8.2639,344212.0,NEAR OCEAN
231,-119.68,33.82,25.0,1890.0,,1458.0,678.0,2.3799,127627.0,INLAND
232,-121.05,38.72,18.0,4011.0,613.0,1736.0,713.0,1.5157,54063.0,INLAND
233,-122.53,38.06,30.0,3595.0,,1073.0,614.0,4.386,314866.0,NEAR OCEAN
234,-120.8,32.83,39.0,6808.0,901.0,1712.0,750.0,5.4922,500001.0,NEAR OCEAN
235,-117.91,33.84,27.0,1609.0,,1585.0,556.0,3.8514,157334.0,<1H OCEAN
236,-121.31,40.88,17.0,1670.0,345.0,731.0,207.0,1.0919,70897.0,INLAND
237,-122.54,37.5,43.0,46.0,283.0,308.0,59.0,7.4081,37875.0,NEAR BAY
238,-123.34,38.17,38.0,1506.0,529.0,543.0,58.0,2.5284,80621.0,INLAND
239,-122.1,37.55,23.0,1415.0,,367.0,58.0,2.644,145838.0,NEAR BAY
240,-121.61,37.91,27.0,5220.0,,4077.0,947.0,7.7143,191356.0,NEAR BAY
241,-122.12,38.03,10.0,4279.0,,874.0,530.0,2.3274,126101.0,INLAND
242,-117.89,33.94,52.0,1199.0,,1054.0,230.0,2.2559,254986.0,<1H OCEAN
243,-118.11,33.82,38.0,2513.0,476.0,1552.0,663.0,14.6096,343307.0,<1H OCEAN
244,-120.58,37.77,26.0,5553.0,,2110.0,773.0,2.9436,143191.0,INLAND
245,-118.29,33.86,11.0,5022.0,,5826.0,312.0,8.4284,384054.0,<1H OCEAN
246,-118.42,34.0,38.0,2099.0,,1428.0,432.0,2.393,127574.0,<1H OCEAN
247,-124.16,36.52,27.0,1624.0,,1125.0,426.0,2.1501,68783.0,INLAND
248,-122.37,37.93,52.0,4457.0,326.0,881.0,346.0,4.6849,382014.0,<1H OCEAN
249,-118.68,36.81,20.0,2737.0,593.0,716.0,250.0,1.6813,101594.0,INLAND
250,-122.46,37.55,43.0,2057.0,,1299.0,471.0,2.5448,104180.0,INLAND
251,-118.71,34.19,42.0,2429.0,,2147.0,649.0,1.5127,188764.0,<1H OCEAN
252,-122.14,37.79,35.0,5944.0,,1887.0,594.0,6.0636,395422.0,ISLAND
253,-118.08,33.66,33.0,602.0,,448.0,325.0,1.4045,99564.0,INLAND
254,-121.41,34.02,23.0,2240.0,1143.0,1648.0,489.0,3.5397,205599.0,<1H OCEAN
255,-121.97,33.47,21.0,2453.0,,1739.0,684.0,4.5382,375431.0,NEAR OCEAN
256,-117.15,32.63,24.0,6074.0,,3211.0,743.0,4.2234,189196.0,<1H OCEAN
257,-117.03,32.77,13.0,3448.0,,1417.0,1246.0,4.8616,279431.0,NEAR BAY
258,-121.72,37.56,36.0,559.0,106.0,241.0,25.0,2.0563,158823.0,NEAR BAY
259,-118.48,34.09,52.0,1922.0,,262.0,330.0,9.0625,500001.0,<1H OCEAN
260,-122.46,37.69,17.0,2827.0,,1215.0,605.0,6.3091,393516.0,NEAR OCEAN
261,-120.45,35.92,32.0,1555.0,,835.0,483.0,2.3624,93630.0,INLAND
262,-120.56,33.84,27.0,2989.0,,4670.0,790.0,2.8988,52705.0,<1H OCEAN
263,-118.36,33.63,36.0,788.0,,480.0,429.0,2.3286,238248.0,<1H OCEAN
264,-117.89,33.93,52.0,2226.0,510.0,788.0,504.0,6.6059,338812.0,<1H OCEAN
265,-117.83,33.92,35.0,2293.0,,514.0,193.0,7.2676,362449.0,<1H OCEAN
266,-120.17,36.43,26.0,4072.0,,1721.0,793.0,4.7702,162490.0,INLAND
267,-121.64,37.55,21.0,4293.0,1046.0,10566.0,1462.0,2.8746,202174.0,NEAR BAY
268,-122.01,33.75,33.0,3307.0,735.0,1466.0,453.0,3.588,368193.0,<1H OCEAN
269,-121.67,37.36,31.0,799.0,,115.0,9.0,2.4255,281167.0,NEAR BAY
270,-118.15,32.61,37.0,1579.0,,145.0,207.0,2.955,247473.0,<1H OCEAN
271,-120.92,33.92,17.0,7680.0,1005.0,4259.0,1182.0,6.0133,346256.0,<1H OCEAN
272,-121.73,38.14,41.0,963.0,,449.0,16.0,3.5149,197226.0,NEAR BAY
273,-122.96,37.57,34.0,903.0,301.0,1572.0,418.0,3.9818,153969.0,<1H OCEAN
274,-122.37,38.14,22.0,4217.0,,427.0,1152.0,3.8945,208793.0,NEAR BAY
275,-115.67,33.92,30.0,4803.0,1542.0,1682.0,686.0,1.796,102021.0,<1H OCEAN
276,-118.04,34.03,43.0,1298.0,,1952.0,1262.0,1.8015,105809.0,<1H OCEAN
277,-122.03,34.04,52.0,3648.0,,596.0,338.0,9.78,343943.0,<1H OCEAN
278,-118.24,33.99,52.0,2169.0,171.0,682.0,457.0,6.9907,336987.0,<1H OCEAN
279,-118.03,33.96,17.0,2688.0,315.0,1976.0,465.0,2.6259,78414.0,INLAND
280,-122.13,37.92,30.0,3991.0,643.0,1784.0,648.0,3.2525,360828.0,NEAR BAY
281,-118.1,33.87,36.0,2988.0,,1327.0,651.0,3.7508,270059.0,<1H OCEAN
282,-118.6,34.1,49.0,1364.0,,1065.0,385.0,7.0297,380000.0,<1H OCEAN
283,-118.09,33.98,41.0,1786.0,,917.0,495.0,1.1612,92462.0,<1H OCEAN
284,-118.4,34.09,12.0,6959.0,,2160.0,634.0,4.4593,237957.0,<1H OCEAN
285,-118.56,34.09,52.0,1672.0,417.0,904.0,434.0,6.048,456492.0,<1H OCEAN
