,index,product,category,sub_category,brand,sale_price,market_price,type,rating
42,267,Organic Idly - Oats,Snacks & Branded Foods,Health & Medicine,Himalaya,285.44,187.47,Perfume,3.7
43,237,Natural Neem Agarbatti,Beauty & Hygiene,Kitchen Accessories,True Elements,133.2,60.46,"Laundry, Storage Baskets",5.0
44,141,Coriander Leaves 100 g + Garlic 250 g + Ginger 250 g + Chilli Green Long 250 g,Beauty & Hygiene,Skin Care,DP,207.64,302.48,Supplements & Proteins,
45,215,United Dreams Go Far Eau De Toilette,Beauty & Hygiene,"Noodle, Pasta, Vermicelli",Hawkins,21.08,397.5,Face Care,3.7
46,213,Twin Bucket Spin Mop - Green - 2 Refills,Beverages,"Sauces, Spreads & Dips",Veeba,28.3,391.46,"Baking, Cake Decorations",
47,108,Rockers - Chocolate laddu,"Eggs, Meat & Fish",Skin Care,PastificioG Di Martino,141.78,855.13,Balsamic & Cider Vinegar,
48,935,Anti-Hair Fall Shampoo,Gourmet & World Food,Organic Staples,Fresho Signature,428.73,125.2,Ayurveda,
49,796,Silicone Feeding Nipple/Teat Regular Neck - Size XL,Gourmet & World Food,"Sauces, Spreads & Dips",Paper Boat,393.12,1733.51,Frozen Fish & Seafood,
50,413,"Sport Deo Spray - Fresh, for Men",Fruits & Vegetables,Baby Bath & Hygiene,Frestol,312.56,199.52,Face & Body,
51,193,Solitaire Storage Transparent Pet Container Set - Green Lid,Beauty & Hygiene,Hair Care,C&S Electric,14.76,193.82,Gourmet Popcorn,4.2
52,24,Maharishi Ayurveda Ayush Kwath,Beauty & Hygiene,Skin Care,Kelloggs,46.1,133.35,Chutney Powder,2.4
53,577,Turmeric Powder/Arisina Pudi,"Foodgrains, Oil & Masala","Snacks, Dry Fruits, Nuts",Olay,121.21,62.16,Cream Biscuits & Wafers,4.0
54,510,Glass Set - Solo Shot Bar,"Bakery, Cakes & Dairy",Organic Staples,bb Royal,45.54,94.87,Mints & Chewing Gum,
55,180,Arrabbiata Tomato Pasta Sauce With Chilli,Beverages,"Noodle, Pasta, Vermicelli",Supa Corn,175.17,513.39,Cereal & Granola Bars,
56,308,Pure & Gentle Face Wash,Beauty & Hygiene,"Sauces, Spreads & Dips",Pekers,164.62,277.33,Cookies,1.2
57,951,"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia",Beauty & Hygiene,Frozen Veggies & Snacks,Himalaya,20.59,18.95,Ayurveda,3.1
58,808,Tapioca,Beauty & Hygiene,Men's Grooming,ACT II,124.61,385.04,Containers Sets,
59,744,Snacks - Roasted Mixture Lime,"Kitchen, Garden & Pets",Skin Care,BB Home,106.42,222.99,"Paper Napkin, Tissue Box",
60,681,Wassup Pup Sulphate Free Puppy Shampoo,Fruits & Vegetables,Hair Care,Jiva Ayurveda,223.54,956.03,"Healthy, Baked Snacks",
61,489,Icecream Mix- Chocolate,"Kitchen, Garden & Pets",Bath & Hand Wash,Dabur Vatika,91.92,163.66,Shaving Care,3.6
62,959,Premium Raw Organic Authentic Flaxseeds,Beauty & Hygiene,Appliances & Electricals,bb Royal,1512.99,1105.71,"Cups, Mugs & Tumblers",
63,853,Nut Cracker,"Foodgrains, Oil & Masala",Masalas & Spices,Swa Artisanal Syrups,467.09,271.13,"Flavoured, Soya Milk",1.0
64,676,Up Or Down Eau De Toilette Deodorant - For Man,Beauty & Hygiene,Masalas & Spices,Nutty Yogi,69.15,338.21,Cereal & Granola Bars,3.4
65,494,Paratha Puff,Gourmet & World Food,Snacks & Namkeen,Puramate,219.23,156.29,Muffins & Cup Cakes,
66,245,Masala - Birayani Pulao,Snacks & Branded Foods,Chocolates & Candies,JIMMY'S COCKTAILS,93.2,28.03,Ayurveda,4.0
67,307,Sensitive - With Anti-Sensitivity & Fluoride Toothpaste,Fruits & Vegetables,Cooking & Baking Needs,Nike,200.21,173.72,Bathing Bars & Soaps,
68,819,Andhra Special Allam/Ginger Pickle,Baby Care,Dry Fruits,Dettol,175.58,706.95,Men's Deodorants,
69,796,Blueberry Almond Crisps,Beauty & Hygiene,Ready To Cook & Eat,Puramate,119.04,174.37,Shaving Care,
70,896,Dog Supplement - Absolute Skin + Coat Tablet,Cleaning & Household,Masalas & Spices,Smith & Jones,135.24,665.83,Infant Formula,
71,336,Argan-Liquid Gold Hair Spa,Cleaning & Household,"Pasta, Soup & Noodles",Scotch brite,82.34,27.05,"Hangers, Clips & Rope",2.6
72,883,Salt & Peeper Shaker Masala Dabbi With Window,Gourmet & World Food,Masalas & Spices,DP,214.55,190.49,Colours & Crayons,
73,677,"Bathing Bar Soap - Germ Protection, Original","Foodgrains, Oil & Masala",Cookware & Non Stick,Himalaya,407.46,180.46,Namkeen & Savoury Snacks,
74,954,"Oregano - Organic, USDA Certified",Cleaning & Household,All Purpose Cleaners,Nakoda,253.39,318.91,Chicken Sausages,
75,873,Cloth Clip,Beverages,Chocolates & Biscuits,Good Home,292.7,2573.7,Face Care,
76,936,Bathing Soap - Sandal & Turmeric,Snacks & Branded Foods,Men's Grooming,Asian,109.87,35.09,Yogurt & Shrikhand,
77,69,"Chikki, Peanut Bar",Beauty & Hygiene,Steel Utensils,Orika,249.98,131.58,Garbage Bags,4.1
78,881,Fructis Serum - Long & Strong,Fruits & Vegetables,Storage & Accessories,Himalaya,47.81,246.02,Sanitary Napkins,4.1
79,906,Smooth Skin Oil - For Dry Skin,Beauty & Hygiene,Ready To Cook & Eat,Nakoda,275.16,2894.25,"Baking, Cake Decorations",
80,809,Glass Water Bottle - Aquaria Organic Purple,Beauty & Hygiene,Steel Utensils,Dorall Collection,124.71,235.44,Toothbrush,
81,823,"Chilli - Bajji, Mild",Baby Care,Crockery & Cutlery,Nivea,154.07,261.89,Honey,
82,415,Ayurvedic Soap,Fruits & Vegetables,Organic Fruits & Vegetables,Vaadi,138.94,421.43,"Pure, Pomace Olive Oil",
83,894,Amla Churna,Beauty & Hygiene,Masalas & Spices,Good knight,560.43,1982.55,Ayurveda,
84,764,Maharasnadi Kwath,Beauty & Hygiene,Drinks & Beverages,Sprig Tea,108.34,331.9,Talcum Powder,
85,867,"Pork - Fresh Bacon, Sliced",Beauty & Hygiene,Health & Medicine,BIOTIQUE,302.57,307.18,Tomatoes & Vegetables,
86,71,Disney Cinderella Princess PVC Embossed Pencil Bag - HMHTPB 72231-CIN,Beauty & Hygiene,Pet Food & Accessories,Ego of Paris,21.6,80.05,Face & Body,3.9
87,364,Multani Mati,"Foodgrains, Oil & Masala",Chocolates & Biscuits,Murginns,70.47,66.92,Shaving Care,4.5
88,138,Pasta - Orecchiette,Gourmet & World Food,Chocolates & Candies,Ratan,135.4,222.53,"Toffee, Candy & Lollypop",4.3
89,544,Soap,"Foodgrains, Oil & Masala",Skin Care,Bechef,355.26,860.92,Aromatherapy,
90,928,Hareli Kitchen Jar,Gourmet & World Food,Kitchen Accessories,Treo,309.96,719.56,Breakfast & Snack Mixes,
91,273,Amritsari Chhole Masala,Beverages,Drinks & Beverages,Yera,28.44,1588.87,Dust Cloth & Wipes,
92,578,"Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron",Beverages,Skin Care,Skore,152.6,200.68,Toilet & Other Brushes,
93,247,Oxygen Moisture Shampoo,Snacks & Branded Foods,Steel Utensils,Mastercook,49.25,27.69,"Luxury Chocolates, Gifts",4.6
94,37,Amaranth Grains,Cleaning & Household,Indian Mithai,Keya,77.98,698.26,Water & Fridge Bottles,4.0
95,592,Organic Dal - Masoor,Beauty & Hygiene,All Purpose Cleaners,Fresho,563.51,757.17,Bathing Bars & Soaps,
96,526,Purifying Neem Facial Wipes,Fruits & Vegetables,Frozen Veggies & Snacks,On The Run,141.32,744.06,Hair & Scalp Treatment,
97,648,"Loofah/Sponge Scrubber/Body - Pink, BH-064D PNK","Eggs, Meat & Fish",Feminine Hygiene,Iveo ,43.14,413.26,Kitchen Tools & Other Accessories,4.1
98,704,Acno Fight Pimple Clearing Gel,Cleaning & Household,Crockery & Cutlery,IN2,771.32,604.76,Gourmet Bread,
99,87,French Lavender Oil & Rose Water Face Wash,Fruits & Vegetables,Health & Medicine,Frestol,194.46,238.58,Ayurveda,
100,954,Cake Gel,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",BB Home,641.26,517.83,Disinfectant Spray & Cleaners,
101,234,"N95 Washable Face Mask - Blue, Medium",Beauty & Hygiene,Skin Care,Malkist,684.22,350.1,Gourmet Juices & Drinks,
102,816,"Pumice Stone & Emery Foot Filer - FFL3407, Colour May Vary",Fruits & Vegetables,Health & Medicine,Sapphire,169.42,29.79,Supplements & Proteins,4.2
103,53,Maharasnadi Kwath,"Bakery, Cakes & Dairy",Steel Utensils,BB Home,115.1,1023.22,Ayurveda,
104,861,Coconut Scraper - Sleek,Gourmet & World Food,Chocolates & Biscuits,HappyChef,138.52,289.3,International Cheese,
105,740,Premium Raw Organic Holy Basil Seeds,Fruits & Vegetables,Cuts & Sprouts,Sunfeast,78.25,205.58,Supplements & Proteins,
106,901,Canadian Grade A Maple Syrup,Snacks & Branded Foods,Organic Staples,Aroma Treasures,127.07,374.78,Toothbrush,
107,263,"Apple - Green, Premium",Beauty & Hygiene,Crockery & Cutlery,BIOTIQUE,44.88,235.63,Gourmet Bread,3.6
108,152,Namkeen - Flattend Rice Mixture,Gourmet & World Food,Men's Grooming,Fresho,103.17,575.64,Gourmet Tea & Tea Bags,
109,486,Milk Boiler - Aluminium,"Bakery, Cakes & Dairy","Disposables, Garbage Bag",Dabur,341.38,458.41,Intimate Wash & Care,3.6
110,492,Mix - Rava Idli,Gourmet & World Food,"Noodle, Pasta, Vermicelli",Baidyanath,146.58,972.56,Chilli & Soya Sauce,
111,977,Organic Puttu - Pearl Millet,Cleaning & Household,Skin Care,Camlin,475.15,581.83,Herbs & Seasoning,
112,892,Spiced Tea - Blend Of 7 Refreshing Spices,Beauty & Hygiene,Stationery,Mastercook,278.7,1197.56,Face Care,
113,876,Banana - Red,Fruits & Vegetables,Cooking & Baking Needs,Tulips,26.71,187.41,Powdered Spices,4.3
114,211,Gentle Baby Wipes,Gourmet & World Food,Cereals & Breakfast,IRICH,24.58,424.81,Imported Soups,2.1
115,84,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",Baby Care,Fresh Fruits,6 Rasa,25.87,103.36,Heat & Eat Ready Meals,3.6
116,217,"Toilet Roll - 4 Rolls, 3 ply",Gourmet & World Food,Dairy & Cheese,Graminway,38.79,622.93,Air Freshener,
117,822,"Coco Oval Basket With Lid - Medium, Assorted Colour",Beauty & Hygiene,Organic Staples,Fit & Flex,120.1,544.82,Shampoo & Conditioner,
118,264,Pasta & Pizza Sauce - No Onion & No Garlic,Beverages,Dry Fruits,Garnier,79.75,63.96,Air Freshener,4.3
119,556,Colour Catcher Sheets,Beauty & Hygiene,Skin Care,A-1 Chips,584.92,538.51,Glassware,
120,267,"Plastic Bucket With Handle - Off Ivory, New Nova, 15400",Beverages,Herbs & Seasonings,Kvg,70.36,73.59,"Cut Fruit, Tender Coconut",4.0
121,445,"Copper Water Fliptop Bottle - Hammered, Plain",Beauty & Hygiene,Skin Care,Haldirams ,263.28,272.73,Face Care,
122,84,Impress Concentrated Perfume Free From Alcohol For Male,"Eggs, Meat & Fish",Kitchen Accessories,Valley Spice,239.48,396.31,Other Veg Pickle,
123,861,Muffin/Cup Cake - Vanilla,"Foodgrains, Oil & Masala","Snacks, Dry Fruits, Nuts",Born Good,82.49,292.62,Green Tea,3.2
124,384,Aamras Mango Fruit Juice,Gourmet & World Food,Drinks & Beverages,Fresho,304.96,237.23,"Baking, Cake Decorations",
125,217,Herbal Vedaprash Immunity Booster,"Bakery, Cakes & Dairy",Crockery & Cutlery,Aaha Oho,72.28,432.78,Toothpaste,
126,777,Chilli Garlic Aioli Dip,Gourmet & World Food,Fruit Juices & Drinks,Pro Nature,206.5,148.26,Ayurveda,
127,551,Lollygum,"Kitchen, Garden & Pets",Masalas & Spices,Floroma,84.36,3264.45,Lunch Boxes,
128,743,Organic Cow Ghee/Tuppa,Beverages,Pickles & Chutney,bb Royal,300.12,606.37,Toothpaste,
129,872,Savoury - Pizza,Beauty & Hygiene,Storage & Accessories,Aaha Oho,377.98,343.5,Juices,
130,270,Dates Powder - Natural Sweetener,Gourmet & World Food,Bath & Hand Wash,Manna ,451.13,244.0,Water & Fridge Bottles,
131,820,Jeera Powder,"Foodgrains, Oil & Masala",Flask & Casserole,Lomani,147.19,112.65,Cocktail Mixes,
132,85,Fruit Power - Masala Sugarcane,Beauty & Hygiene,"Sausages, Bacon & Salami",Drools,270.03,349.42,Glassware,
133,708,Bubble Glass,Fruits & Vegetables,Storage & Accessories,Koka,354.88,760.79,Chutney Powder,
134,888,Pet Solitaire Container Set - Silver,Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Gillette,221.12,660.43,Containers Sets,
135,280,Muffin/Cup Cake Vanilla 200 g + Choco Chip 200 g (Pack of 4 each),Fruits & Vegetables,All Purpose Cleaners,Aashirvaad,118.49,320.71,Flavoured & Other Oils,5.0
136,779,Hareli Kitchen Jar,Baby Care,Masalas & Spices,Sanjay ,59.14,177.12,Cream Biscuits & Wafers,3.3
137,648,"Stainless Steel Water Bottle - Blue, BB506 3",Cleaning & Household,Rice & Rice Products,Dettol,38.55,70.92,"Healthy, Baked Snacks",4.1
138,268,Flakes - Ragi,Fruits & Vegetables,Crockery & Cutlery,Smith & Jones,62.99,259.8,Bowls & Vessels,3.9
139,641,Tapioca,Baby Care,Storage & Accessories,Fabelle,139.56,283.45,Extra Virgin Olive Oil,
140,677,Cookies - Cashew,Snacks & Branded Foods,Bath & Hand Wash,BB Home,731.33,420.52,"Beans, Brinjals & Okra",
141,987,Salt & Peeper Shaker Masala Dabbi With Window,"Foodgrains, Oil & Masala",Storage & Accessories,Himalaya Wellness,552.56,177.41,Organic Vegetables,
142,410,Pet Solitaire Container Set - Silver,Beauty & Hygiene,Skin Care,Satinance,115.39,298.81,Frozen Non-Veg Snacks,
143,441,Coriander Powder,Beauty & Hygiene,Drinks & Beverages,Garnier,334.74,1270.7,Namkeen & Savoury Snacks,3.0
144,720,Smooth Skin Oil - For Dry Skin,Snacks & Branded Foods,Breakfast Cereals,Saffola,84.01,34.2,Glassware,4.3
145,656,Dog Supplement - Absolute Calcium Tablet,Cleaning & Household,Bins & Bathroom Ware,Chip Chops,147.52,696.75,Face Care,
146,516,"Water Saving Aerator, Switch",Beauty & Hygiene,"Snacks, Dry Fruits, Nuts",Yera,178.1,994.84,Tawa & Sauce Pan,
147,635,Baby Corn - Sweet & Sour,"Kitchen, Garden & Pets",Ready To Cook & Eat,Reliance,1152.77,555.44,Colours & Crayons,
148,186,Blueberry,Cleaning & Household,Crockery & Cutlery,Skore,593.14,159.56,Instant Noodles,3.5
149,920,Safe Sun Kids Sun Block Cream - SPF 25,Snacks & Branded Foods,"Sauces, Spreads & Dips",Enfamil A+,185.15,438.02,Heat & Eat Ready Meals,2.7
150,532,Coriander Powder,Gourmet & World Food,Masalas & Spices,Crompton,86.97,521.62,Glassware,
151,676,"Steel Deep Dabba/Storage Container - No. 14, Plain",Fruits & Vegetables,Indian Mithai,Enfamil A+,121.1,615.23,Containers Sets,
152,357,Snacks - Roasted Mixture Lime,Fruits & Vegetables,Ready To Cook & Eat,Good Home,34.41,177.88,Pastas & Spaghetti,3.2
153,486,Ultra Mosquito Repellant Refill - Floral Fragrance,Beauty & Hygiene,Men's Grooming,Scotch brite,243.46,115.35,CFL & Led Bulbs,1.0
154,733,Green Tea Gentle Detox Set,Baby Care,"Snacks, Dry Fruits, Nuts",Ego of Paris,52.47,502.1,"Cutlery, Spoon & Fork",3.9
155,163,Butter Cookies Gold Collection,Gourmet & World Food,Masalas & Spices,Kohinoor,46.2,37.2,Frozen Non-Veg Snacks,1.1
156,618,Baby Powder With Fragrance,Cleaning & Household,Health & Medicine,Princeware,189.58,338.79,Pork & Ham,3.2
157,306,Sour Cream & Onion,Cleaning & Household,"Snacks, Dry Fruits, Nuts",G.D ,158.02,2899.27,Men's Deodorants,2.8
158,713,Gulabari Moisturising Cold Cream,Beauty & Hygiene,Crockery & Cutlery,DP,380.28,1341.19,Men's Deodorants,
159,414,Glass Water Bottle - Aquaria Organic Purple,"Foodgrains, Oil & Masala",Dairy,Anmara,245.58,402.41,Blended Masalas,4.3
160,168,Stevia Tablets Dispenser,"Kitchen, Garden & Pets",Health & Medicine,Ajmal,260.74,175.0,Toothpaste,4.3
161,985,Exo Dishwash Bar- Round 700 gm Box + Pril Dishwash Liquid- Active 2X Lime 225 ml,Beauty & Hygiene,Hair Care,Teamonk,283.85,269.96,Men's Deodorants,
162,964,Meghdoot Honey Almond Body Lotion,Fruits & Vegetables,Cookware & Non Stick,Epigamia ,422.28,426.44,Baby Powder,
163,55,Make Up Remover+Brightening Nigt Cream,"Eggs, Meat & Fish",Pickles & Chutney,Pietro Coricelli,43.25,62.83,Chocolates,2.8
164,768,Hydrating Body Lotion,"Kitchen, Garden & Pets",Tinned & Processed Food,Aroma Magic ,635.01,3973.84,Juices,
165,802,Masala - Vegetable,"Foodgrains, Oil & Masala",Health & Medicine,Wagh Bakri,397.52,309.51,Flavoured & Other Oils,
166,274,Pure & Gentle Face Wash,"Kitchen, Garden & Pets",Fragrances & Deos,Scotch brite,189.75,3786.76,Bathing Bars & Soaps,
167,990,Amritsari Chhole Masala,"Kitchen, Garden & Pets",Skin Care,Jacques Bogart,476.06,421.19,Milk & Soya Drinks,
168,21,"Cereal - Ragi, Rice & Mango With Milk",Beauty & Hygiene,Chocolates & Candies,Reliance Plast,40.92,91.04,Blended Masalas,4.2
169,381,Amritsari Marinade,"Foodgrains, Oil & Masala",Stationery,Tai Hua,85.37,969.23,"Olive, Jalapeno, Gherkin",
170,299,BCAA Energy Drink - Berry Flavour,Cleaning & Household,Bath & Hand Wash,Dove,111.08,356.25,Sugar & Jaggery,3.3
171,467,Masterchefs Germ Protection Liquid Handwash Refill,"Foodgrains, Oil & Masala",Masalas & Spices,Maple Joe,43.51,43.67,Floor & Other Cleaners,3.2
172,875,Dates Powder - Natural Sweetener,"Kitchen, Garden & Pets",Bath & Hand Wash,PastificioG Di Martino,35.39,438.39,Shaving Care,
173,22,M1 Perfume Spray - For Men,"Bakery, Cakes & Dairy",Men's Grooming,BB Home,157.03,259.78,Diapers,
174,62,"Peanut Butter - Creamy, Super","Foodgrains, Oil & Masala",Rice & Rice Products,Lotus Herbals,258.18,315.35,Face Care,
175,477,DiaFree Juice,Baby Care,Baby Bath & Hygiene,Teamonk,147.65,395.81,Organic Dals & Pulses,
176,483,Green Tea Gentle Detox Set,Fruits & Vegetables,Skin Care,PRISTINE,111.36,451.0,Kitchen Tools & Other Accessories,
177,845,Masala - Birayani Pulao,Fruits & Vegetables,Kitchen Accessories,NaturoBell,113.8,213.17,Hand Wash & Sanitizers,2.1
178,739,Sorghum Rava/ Semolina,Gourmet & World Food,Bins & Bathroom Ware,Maxi Persian,454.76,336.32,Face Masks & Safety Gears,
179,195,Apple Cider Vinegar - Raw Unfiltered Unpasteurized with Cinamon & Honey,Beauty & Hygiene,Organic Staples,Daucy,354.2,161.76,Body Care,2.9
180,912,Coated Green Peas - Wasabi,Beauty & Hygiene,Cookware & Non Stick,Iveo ,482.51,731.41,Honey & Maple Syrup,
181,973,Safe Sun Kids Sun Block Cream - SPF 25,"Foodgrains, Oil & Masala",Stationery,Fresho,359.52,374.57,Toilet Cleaners,4.0
182,620,Sun Expert Fairnes Sunscren Lotion SPF 30 PA++,Gourmet & World Food,Fragrances & Deos,The Gourmet Jar,168.69,246.38,Granola & Cereal Bars,
183,416,Olive Oil - Classic,"Foodgrains, Oil & Masala",Baby Accessories,IN2,405.11,506.3,Dust Cloth & Wipes,
184,553,PP Apple Belt,Beauty & Hygiene,"Disposables, Garbage Bag",Kvg,144.58,274.37,Exotic Fruits,4.0
185,405,Tofu Supreme - Regular,Gourmet & World Food,Health & Medicine,Sunfeast,200.74,527.85,Bathing Bars & Soaps,
186,507,Biscuits - Badam Pista,"Bakery, Cakes & Dairy",Fresheners & Repellents,The Gourmet Jar,14.02,76.34,"Cutlery, Spoon & Fork",
187,772,Refillable Gas Lighter With Flame (27.5cm),Gourmet & World Food,"Mops, Brushes & Scrubs",ENE,79.15,245.08,Glassware,3.2
188,368,Sunscreen Cream - Sunblock Anti Aging SPF UV 60,"Bakery, Cakes & Dairy",Oral Care,Paseo,110.63,368.13,Baby Food,3.1
189,23,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",Beauty & Hygiene,Steel Utensils,Gowardhan,197.05,214.7,Steel Storage Containers,4.5
190,966,Aqua Halo Rejuvenating Conditioner,"Kitchen, Garden & Pets",All Purpose Cleaners,Qraa Men,538.78,748.95,Blended Masalas,
191,831,"Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth","Bakery, Cakes & Dairy",Storage & Accessories,True Elements,104.73,358.63,"Jams, Marmalade, Spreads",
192,443,Colour Catcher Sheets,Fruits & Vegetables,Bath & Hand Wash,Meghdoot,39.71,29.1,Pork & Ham,1.5
193,466,"Toothpaste - Gum Care, Expert Protection",Beauty & Hygiene,Hair Care,Puramate,127.57,407.21,Powdered Spices,
194,307,Organic - Sambar Powder,Gourmet & World Food,Tea,Epiphany Snacks,525.95,1369.99,"Sunflower, Rice Bran Oil",
195,354,Dog Supplement - Absolute Calcium Tablet,"Foodgrains, Oil & Masala",Storage & Accessories,Classic Essentials,62.94,130.65,Organic Dals & Pulses,4.3
